,0,IP
"('10043_238', '192.168.210.48')",217,"('10043_238', '192.168.210.48')"
"('10043_238', '192.168.210.52')",236,"('10043_238', '192.168.210.52')"
"('10043_238', '192.168.210.57')",286,"('10043_238', '192.168.210.57')"
"('10043_238', '192.168.210.47')",312,"('10043_238', '192.168.210.47')"
"('10043_238', '192.168.210.53')",333,"('10043_238', '192.168.210.53')"
"('10043_238', '192.168.210.45')",363,"('10043_238', '192.168.210.45')"
"('10043_238', '192.168.210.49')",366,"('10043_238', '192.168.210.49')"
"('10043_238', '192.168.220.46')",373,"('10043_238', '192.168.220.46')"
"('10043_238', '192.168.210.55')",482,"('10043_238', '192.168.210.55')"
"('10043_238', '192.168.220.43')",491,"('10043_238', '192.168.220.43')"
"('10043_238', '192.168.220.49')",503,"('10043_238', '192.168.220.49')"
"('10043_238', '192.168.210.54')",528,"('10043_238', '192.168.210.54')"
"('10043_238', '192.168.220.45')",662,"('10043_238', '192.168.220.45')"
"('10043_238', '192.168.220.42')",755,"('10043_238', '192.168.220.42')"
"('10043_238', '192.168.220.48')",819,"('10043_238', '192.168.220.48')"
"('10043_238', '192.168.220.50')",862,"('10043_238', '192.168.220.50')"
"('10043_238', '192.168.220.47')",1531,"('10043_238', '192.168.220.47')"
"('10043_238', '192.168.220.51')",2287,"('10043_238', '192.168.220.51')"
"('12087_137',)",12158,"('12087_137',)"
"('12087_137', '192.168.220.47')",12158,"('12087_137', '192.168.220.47')"
"('10041_117', '192.168.210.48')",161,"('10041_117', '192.168.210.48')"
"('10041_117', '192.168.210.46')",174,"('10041_117', '192.168.210.46')"
"('10041_117', '192.168.210.56')",229,"('10041_117', '192.168.210.56')"
"('10041_117', '192.168.210.52')",235,"('10041_117', '192.168.210.52')"
"('10041_117', '192.168.210.53')",306,"('10041_117', '192.168.210.53')"
"('10041_117', '192.168.210.47')",318,"('10041_117', '192.168.210.47')"
"('10041_117', '192.168.210.57')",323,"('10041_117', '192.168.210.57')"
"('10041_117', '192.168.210.45')",347,"('10041_117', '192.168.210.45')"
"('10041_117', '192.168.210.49')",366,"('10041_117', '192.168.210.49')"
"('10041_117', '192.168.220.46')",367,"('10041_117', '192.168.220.46')"
"('10041_117', '192.168.220.43')",482,"('10041_117', '192.168.220.43')"
"('10041_117', '192.168.210.54')",483,"('10041_117', '192.168.210.54')"
"('10041_117', '192.168.210.55')",537,"('10041_117', '192.168.210.55')"
"('10041_117', '192.168.220.49')",626,"('10041_117', '192.168.220.49')"
"('10041_117', '192.168.220.50')",734,"('10041_117', '192.168.220.50')"
"('10041_117', '192.168.220.45')",736,"('10041_117', '192.168.220.45')"
"('10041_117', '192.168.220.48')",860,"('10041_117', '192.168.220.48')"
"('10041_117', '192.168.220.42')",1084,"('10041_117', '192.168.220.42')"
"('10041_117', '192.168.220.47')",1524,"('10041_117', '192.168.220.47')"
"('10041_117', '192.168.220.51')",2309,"('10041_117', '192.168.220.51')"
"('13320_220', '192.168.210.53')",384,"('13320_220', '192.168.210.53')"
"('13320_220', '192.168.210.46')",385,"('13320_220', '192.168.210.46')"
"('13320_220', '192.168.210.55')",428,"('13320_220', '192.168.210.55')"
"('13320_220', '192.168.210.47')",587,"('13320_220', '192.168.210.47')"
"('13320_220', '192.168.210.50')",703,"('13320_220', '192.168.210.50')"
"('13320_220', '192.168.220.45')",904,"('13320_220', '192.168.220.45')"
"('13320_220', '192.168.220.49')",1027,"('13320_220', '192.168.220.49')"
"('13320_220', '192.168.210.52')",1232,"('13320_220', '192.168.210.52')"
"('13320_220', '192.168.220.50')",1488,"('13320_220', '192.168.220.50')"
"('13320_220', '192.168.220.47')",1946,"('13320_220', '192.168.220.47')"
"('13320_220', '192.168.220.51')",3258,"('13320_220', '192.168.220.51')"
"('10027_227', '192.168.210.50')",148,"('10027_227', '192.168.210.50')"
"('10027_227', '192.168.210.55')",223,"('10027_227', '192.168.210.55')"
"('10027_227', '192.168.210.53')",224,"('10027_227', '192.168.210.53')"
"('10027_227', '192.168.210.47')",281,"('10027_227', '192.168.210.47')"
"('10027_227', '192.168.220.50')",303,"('10027_227', '192.168.220.50')"
"('10027_227', '192.168.210.45')",320,"('10027_227', '192.168.210.45')"
"('10027_227', '192.168.220.43')",354,"('10027_227', '192.168.220.43')"
"('10027_227', '192.168.210.54')",401,"('10027_227', '192.168.210.54')"
"('10027_227', '192.168.210.48')",415,"('10027_227', '192.168.210.48')"
"('10027_227', '192.168.210.56')",425,"('10027_227', '192.168.210.56')"
"('10027_227', '192.168.210.49')",445,"('10027_227', '192.168.210.49')"
"('10027_227', '192.168.220.46')",510,"('10027_227', '192.168.220.46')"
"('10027_227', '192.168.220.45')",562,"('10027_227', '192.168.220.45')"
"('10027_227', '192.168.220.48')",704,"('10027_227', '192.168.220.48')"
"('10027_227', '192.168.220.49')",915,"('10027_227', '192.168.220.49')"
"('10027_227', '192.168.220.42')",939,"('10027_227', '192.168.220.42')"
"('10027_227', '192.168.220.47')",1585,"('10027_227', '192.168.220.47')"
"('10027_227', '192.168.220.51')",3338,"('10027_227', '192.168.220.51')"
"('10060_48', '192.168.210.46')",195,"('10060_48', '192.168.210.46')"
"('10060_48', '192.168.210.48')",219,"('10060_48', '192.168.210.48')"
"('10060_48', '192.168.220.46')",247,"('10060_48', '192.168.220.46')"
"('10060_48', '192.168.210.49')",274,"('10060_48', '192.168.210.49')"
"('10060_48', '192.168.210.56')",286,"('10060_48', '192.168.210.56')"
"('10060_48', '192.168.210.57')",312,"('10060_48', '192.168.210.57')"
"('10060_48', '192.168.210.47')",315,"('10060_48', '192.168.210.47')"
"('10060_48', '192.168.210.53')",355,"('10060_48', '192.168.210.53')"
"('10060_48', '192.168.210.52')",392,"('10060_48', '192.168.210.52')"
"('10060_48', '192.168.210.45')",421,"('10060_48', '192.168.210.45')"
"('10060_48', '192.168.210.54')",448,"('10060_48', '192.168.210.54')"
"('10060_48', '192.168.220.43')",455,"('10060_48', '192.168.220.43')"
"('10060_48', '192.168.210.55')",495,"('10060_48', '192.168.210.55')"
"('10060_48', '192.168.220.48')",723,"('10060_48', '192.168.220.48')"
"('10060_48', '192.168.220.50')",723,"('10060_48', '192.168.220.50')"
"('10060_48', '192.168.220.49')",772,"('10060_48', '192.168.220.49')"
"('10060_48', '192.168.220.42')",893,"('10060_48', '192.168.220.42')"
"('10060_48', '192.168.220.45')",1067,"('10060_48', '192.168.220.45')"
"('10060_48', '192.168.220.47')",1443,"('10060_48', '192.168.220.47')"
"('10060_48', '192.168.220.51')",2281,"('10060_48', '192.168.220.51')"
"('10046_148', '192.168.210.50')",140,"('10046_148', '192.168.210.50')"
"('10046_148', '192.168.210.48')",149,"('10046_148', '192.168.210.48')"
"('10046_148', '192.168.210.57')",204,"('10046_148', '192.168.210.57')"
"('10046_148', '192.168.210.55')",286,"('10046_148', '192.168.210.55')"
"('10046_148', '192.168.210.49')",310,"('10046_148', '192.168.210.49')"
"('10046_148', '192.168.210.56')",326,"('10046_148', '192.168.210.56')"
"('10046_148', '192.168.220.43')",374,"('10046_148', '192.168.220.43')"
"('10046_148', '192.168.220.50')",378,"('10046_148', '192.168.220.50')"
"('10046_148', '192.168.210.46')",400,"('10046_148', '192.168.210.46')"
"('10046_148', '192.168.210.45')",404,"('10046_148', '192.168.210.45')"
"('10046_148', '192.168.220.48')",433,"('10046_148', '192.168.220.48')"
"('10046_148', '192.168.210.53')",450,"('10046_148', '192.168.210.53')"
"('10046_148', '192.168.220.46')",516,"('10046_148', '192.168.220.46')"
"('10046_148', '192.168.220.42')",522,"('10046_148', '192.168.220.42')"
"('10046_148', '192.168.220.47')",600,"('10046_148', '192.168.220.47')"
"('10046_148', '192.168.210.54')",931,"('10046_148', '192.168.210.54')"
"('10046_148', '192.168.220.49')",1282,"('10046_148', '192.168.220.49')"
"('10046_148', '192.168.220.45')",1391,"('10046_148', '192.168.220.45')"
"('10046_148', '192.168.220.51')",3123,"('10046_148', '192.168.220.51')"
"('13053_118',)",12439,"('13053_118',)"
"('13053_118', '192.168.210.56')",12439,"('13053_118', '192.168.210.56')"
"('192.168.210.2', '192.168.210.52')",197,"('192.168.210.2', '192.168.210.52')"
"('192.168.210.2', '192.168.210.54')",212,"('192.168.210.2', '192.168.210.54')"
"('192.168.210.2', '192.168.210.53')",224,"('192.168.210.2', '192.168.210.53')"
"('192.168.210.2', '192.168.210.57')",224,"('192.168.210.2', '192.168.210.57')"
"('192.168.210.2', '192.168.220.51')",11299,"('192.168.210.2', '192.168.220.51')"
"('192.168.210.255', '192.168.210.26')",893,"('192.168.210.255', '192.168.210.26')"
"('192.168.210.26', '192.168.220.51')",10933,"('192.168.210.26', '192.168.220.51')"
"('10027_228', '192.168.220.50')",171,"('10027_228', '192.168.220.50')"
"('10027_228', '192.168.210.47')",207,"('10027_228', '192.168.210.47')"
"('10027_228', '192.168.210.46')",238,"('10027_228', '192.168.210.46')"
"('10027_228', '192.168.210.53')",240,"('10027_228', '192.168.210.53')"
"('10027_228', '192.168.210.48')",250,"('10027_228', '192.168.210.48')"
"('10027_228', '192.168.210.49')",274,"('10027_228', '192.168.210.49')"
"('10027_228', '192.168.210.56')",280,"('10027_228', '192.168.210.56')"
"('10027_228', '192.168.210.55')",310,"('10027_228', '192.168.210.55')"
"('10027_228', '192.168.210.45')",323,"('10027_228', '192.168.210.45')"
"('10027_228', '192.168.220.46')",355,"('10027_228', '192.168.220.46')"
"('10027_228', '192.168.220.48')",422,"('10027_228', '192.168.220.48')"
"('10027_228', '192.168.220.43')",509,"('10027_228', '192.168.220.43')"
"('10027_228', '192.168.210.54')",834,"('10027_228', '192.168.210.54')"
"('10027_228', '192.168.220.45')",839,"('10027_228', '192.168.220.45')"
"('10027_228', '192.168.220.42')",846,"('10027_228', '192.168.220.42')"
"('10027_228', '192.168.220.49')",865,"('10027_228', '192.168.220.49')"
"('10027_228', '192.168.220.47')",1256,"('10027_228', '192.168.220.47')"
"('10027_228', '192.168.220.51')",4116,"('10027_228', '192.168.220.51')"
"('10085_61', '192.168.210.56')",128,"('10085_61', '192.168.210.56')"
"('10085_61', '192.168.210.46')",128,"('10085_61', '192.168.210.46')"
"('10085_61', '192.168.210.53')",183,"('10085_61', '192.168.210.53')"
"('10085_61', '192.168.210.48')",230,"('10085_61', '192.168.210.48')"
"('10085_61', '192.168.210.45')",251,"('10085_61', '192.168.210.45')"
"('10085_61', '192.168.210.52')",309,"('10085_61', '192.168.210.52')"
"('10085_61', '192.168.210.47')",355,"('10085_61', '192.168.210.47')"
"('10085_61', '192.168.220.46')",462,"('10085_61', '192.168.220.46')"
"('10085_61', '192.168.210.57')",494,"('10085_61', '192.168.210.57')"
"('10085_61', '192.168.210.55')",564,"('10085_61', '192.168.210.55')"
"('10085_61', '192.168.220.48')",571,"('10085_61', '192.168.220.48')"
"('10085_61', '192.168.220.43')",618,"('10085_61', '192.168.220.43')"
"('10085_61', '192.168.210.54')",641,"('10085_61', '192.168.210.54')"
"('10085_61', '192.168.220.45')",652,"('10085_61', '192.168.220.45')"
"('10085_61', '192.168.220.50')",774,"('10085_61', '192.168.220.50')"
"('10085_61', '192.168.220.42')",859,"('10085_61', '192.168.220.42')"
"('10085_61', '192.168.220.49')",1074,"('10085_61', '192.168.220.49')"
"('10085_61', '192.168.220.47')",1874,"('10085_61', '192.168.220.47')"
"('10085_61', '192.168.220.51')",2241,"('10085_61', '192.168.220.51')"
"('10296_34', '192.168.210.46')",128,"('10296_34', '192.168.210.46')"
"('10296_34', '192.168.210.56')",130,"('10296_34', '192.168.210.56')"
"('10296_34', '192.168.210.50')",141,"('10296_34', '192.168.210.50')"
"('10296_34', '192.168.210.57')",191,"('10296_34', '192.168.210.57')"
"('10296_34', '192.168.210.53')",230,"('10296_34', '192.168.210.53')"
"('10296_34', '192.168.210.45')",249,"('10296_34', '192.168.210.45')"
"('10296_34', '192.168.210.47')",250,"('10296_34', '192.168.210.47')"
"('10296_34', '192.168.210.52')",300,"('10296_34', '192.168.210.52')"
"('10296_34', '192.168.220.46')",468,"('10296_34', '192.168.220.46')"
"('10296_34', '192.168.220.48')",586,"('10296_34', '192.168.220.48')"
"('10296_34', '192.168.210.54')",619,"('10296_34', '192.168.210.54')"
"('10296_34', '192.168.220.43')",674,"('10296_34', '192.168.220.43')"
"('10296_34', '192.168.220.45')",754,"('10296_34', '192.168.220.45')"
"('10296_34', '192.168.220.50')",793,"('10296_34', '192.168.220.50')"
"('10296_34', '192.168.220.42')",952,"('10296_34', '192.168.220.42')"
"('10296_34', '192.168.220.49')",1043,"('10296_34', '192.168.220.49')"
"('10296_34', '192.168.210.55')",1052,"('10296_34', '192.168.210.55')"
"('10296_34', '192.168.220.47')",1770,"('10296_34', '192.168.220.47')"
"('10296_34', '192.168.220.51')",2087,"('10296_34', '192.168.220.51')"
"('10513_87', '192.168.210.55')",214,"('10513_87', '192.168.210.55')"
"('10513_87', '192.168.210.48')",221,"('10513_87', '192.168.210.48')"
"('10513_87', '192.168.220.43')",253,"('10513_87', '192.168.220.43')"
"('10513_87', '192.168.210.52')",266,"('10513_87', '192.168.210.52')"
"('10513_87', '192.168.210.57')",275,"('10513_87', '192.168.210.57')"
"('10513_87', '192.168.210.46')",336,"('10513_87', '192.168.210.46')"
"('10513_87', '192.168.210.49')",360,"('10513_87', '192.168.210.49')"
"('10513_87', '192.168.210.53')",381,"('10513_87', '192.168.210.53')"
"('10513_87', '192.168.220.49')",412,"('10513_87', '192.168.220.49')"
"('10513_87', '192.168.210.54')",722,"('10513_87', '192.168.210.54')"
"('10513_87', '192.168.220.48')",924,"('10513_87', '192.168.220.48')"
"('10513_87', '192.168.220.42')",982,"('10513_87', '192.168.220.42')"
"('10513_87', '192.168.220.47')",1153,"('10513_87', '192.168.220.47')"
"('10513_87', '192.168.220.50')",1413,"('10513_87', '192.168.220.50')"
"('10513_87', '192.168.220.45')",1519,"('10513_87', '192.168.220.45')"
"('10513_87', '192.168.220.51')",3238,"('10513_87', '192.168.220.51')"
"('10028_194', '192.168.210.56')",150,"('10028_194', '192.168.210.56')"
"('10028_194', '192.168.220.46')",151,"('10028_194', '192.168.220.46')"
"('10028_194', '192.168.210.48')",153,"('10028_194', '192.168.210.48')"
"('10028_194', '192.168.220.43')",258,"('10028_194', '192.168.220.43')"
"('10028_194', '192.168.210.57')",279,"('10028_194', '192.168.210.57')"
"('10028_194', '192.168.210.46')",283,"('10028_194', '192.168.210.46')"
"('10028_194', '192.168.210.49')",284,"('10028_194', '192.168.210.49')"
"('10028_194', '192.168.220.49')",401,"('10028_194', '192.168.220.49')"
"('10028_194', '192.168.210.52')",425,"('10028_194', '192.168.210.52')"
"('10028_194', '192.168.220.50')",565,"('10028_194', '192.168.220.50')"
"('10028_194', '192.168.220.48')",583,"('10028_194', '192.168.220.48')"
"('10028_194', '192.168.210.54')",626,"('10028_194', '192.168.210.54')"
"('10028_194', '192.168.220.42')",630,"('10028_194', '192.168.220.42')"
"('10028_194', '192.168.210.53')",683,"('10028_194', '192.168.210.53')"
"('10028_194', '192.168.220.45')",789,"('10028_194', '192.168.220.45')"
"('10028_194', '192.168.210.45')",866,"('10028_194', '192.168.210.45')"
"('10028_194', '192.168.210.55')",1422,"('10028_194', '192.168.210.55')"
"('10028_194', '192.168.220.47')",1946,"('10028_194', '192.168.220.47')"
"('10028_194', '192.168.220.51')",2187,"('10028_194', '192.168.220.51')"
"('192.168.100.14',)",12924,"('192.168.100.14',)"
"('192.168.100.14', '192.168.220.51')",9938,"('192.168.100.14', '192.168.220.51')"
"('10477_12', '192.168.210.56')",170,"('10477_12', '192.168.210.56')"
"('10477_12', '192.168.220.46')",174,"('10477_12', '192.168.220.46')"
"('10477_12', '192.168.210.52')",268,"('10477_12', '192.168.210.52')"
"('10477_12', '192.168.210.55')",339,"('10477_12', '192.168.210.55')"
"('10477_12', '192.168.220.49')",359,"('10477_12', '192.168.220.49')"
"('10477_12', '192.168.210.45')",396,"('10477_12', '192.168.210.45')"
"('10477_12', '192.168.210.53')",453,"('10477_12', '192.168.210.53')"
"('10477_12', '192.168.220.43')",584,"('10477_12', '192.168.220.43')"
"('10477_12', '192.168.210.54')",597,"('10477_12', '192.168.210.54')"
"('10477_12', '192.168.210.46')",624,"('10477_12', '192.168.210.46')"
"('10477_12', '192.168.220.42')",686,"('10477_12', '192.168.220.42')"
"('10477_12', '192.168.220.48')",1131,"('10477_12', '192.168.220.48')"
"('10477_12', '192.168.220.45')",1216,"('10477_12', '192.168.220.45')"
"('10477_12', '192.168.220.47')",1318,"('10477_12', '192.168.220.47')"
"('10477_12', '192.168.220.50')",1639,"('10477_12', '192.168.220.50')"
"('10477_12', '192.168.220.51')",3061,"('10477_12', '192.168.220.51')"
"('192.168.220.1',)",13383,"('192.168.220.1',)"
"('192.168.220.1', '192.168.220.51')",13198,"('192.168.220.1', '192.168.220.51')"
"('10323_87', '192.168.210.49')",162,"('10323_87', '192.168.210.49')"
"('10323_87', '192.168.210.50')",186,"('10323_87', '192.168.210.50')"
"('10323_87', '192.168.210.56')",240,"('10323_87', '192.168.210.56')"
"('10323_87', '192.168.210.55')",308,"('10323_87', '192.168.210.55')"
"('10323_87', '192.168.220.45')",356,"('10323_87', '192.168.220.45')"
"('10323_87', '192.168.210.45')",369,"('10323_87', '192.168.210.45')"
"('10323_87', '192.168.220.50')",381,"('10323_87', '192.168.220.50')"
"('10323_87', '192.168.220.49')",426,"('10323_87', '192.168.220.49')"
"('10323_87', '192.168.210.54')",458,"('10323_87', '192.168.210.54')"
"('10323_87', '192.168.210.57')",479,"('10323_87', '192.168.210.57')"
"('10323_87', '192.168.210.48')",521,"('10323_87', '192.168.210.48')"
"('10323_87', '192.168.220.43')",539,"('10323_87', '192.168.220.43')"
"('10323_87', '192.168.210.53')",567,"('10323_87', '192.168.210.53')"
"('10323_87', '192.168.210.52')",975,"('10323_87', '192.168.210.52')"
"('10323_87', '192.168.220.42')",1129,"('10323_87', '192.168.220.42')"
"('10323_87', '192.168.220.48')",1337,"('10323_87', '192.168.220.48')"
"('10323_87', '192.168.220.47')",1644,"('10323_87', '192.168.220.47')"
"('10323_87', '192.168.220.51')",3108,"('10323_87', '192.168.220.51')"
"('10287_237', '192.168.210.46')",155,"('10287_237', '192.168.210.46')"
"('10287_237', '192.168.210.48')",186,"('10287_237', '192.168.210.48')"
"('10287_237', '192.168.210.47')",212,"('10287_237', '192.168.210.47')"
"('10287_237', '192.168.210.56')",244,"('10287_237', '192.168.210.56')"
"('10287_237', '192.168.210.45')",298,"('10287_237', '192.168.210.45')"
"('10287_237', '192.168.210.52')",318,"('10287_237', '192.168.210.52')"
"('10287_237', '192.168.210.53')",331,"('10287_237', '192.168.210.53')"
"('10287_237', '192.168.220.46')",496,"('10287_237', '192.168.220.46')"
"('10287_237', '192.168.220.50')",618,"('10287_237', '192.168.220.50')"
"('10287_237', '192.168.210.55')",642,"('10287_237', '192.168.210.55')"
"('10287_237', '192.168.210.57')",665,"('10287_237', '192.168.210.57')"
"('10287_237', '192.168.220.45')",807,"('10287_237', '192.168.220.45')"
"('10287_237', '192.168.220.48')",817,"('10287_237', '192.168.220.48')"
"('10287_237', '192.168.220.43')",853,"('10287_237', '192.168.220.43')"
"('10287_237', '192.168.220.49')",889,"('10287_237', '192.168.220.49')"
"('10287_237', '192.168.220.42')",936,"('10287_237', '192.168.220.42')"
"('10287_237', '192.168.210.54')",1044,"('10287_237', '192.168.210.54')"
"('10287_237', '192.168.220.47')",1790,"('10287_237', '192.168.220.47')"
"('10287_237', '192.168.220.51')",2107,"('10287_237', '192.168.220.51')"
"('10286_205', '192.168.210.50')",164,"('10286_205', '192.168.210.50')"
"('10286_205', '192.168.220.46')",166,"('10286_205', '192.168.220.46')"
"('10286_205', '192.168.210.49')",188,"('10286_205', '192.168.210.49')"
"('10286_205', '192.168.210.47')",269,"('10286_205', '192.168.210.47')"
"('10286_205', '192.168.210.56')",282,"('10286_205', '192.168.210.56')"
"('10286_205', '192.168.220.45')",306,"('10286_205', '192.168.220.45')"
"('10286_205', '192.168.210.54')",381,"('10286_205', '192.168.210.54')"
"('10286_205', '192.168.210.55')",383,"('10286_205', '192.168.210.55')"
"('10286_205', '192.168.220.50')",399,"('10286_205', '192.168.220.50')"
"('10286_205', '192.168.210.57')",418,"('10286_205', '192.168.210.57')"
"('10286_205', '192.168.210.45')",436,"('10286_205', '192.168.210.45')"
"('10286_205', '192.168.220.49')",460,"('10286_205', '192.168.220.49')"
"('10286_205', '192.168.210.52')",480,"('10286_205', '192.168.210.52')"
"('10286_205', '192.168.220.43')",523,"('10286_205', '192.168.220.43')"
"('10286_205', '192.168.210.48')",536,"('10286_205', '192.168.210.48')"
"('10286_205', '192.168.210.53')",616,"('10286_205', '192.168.210.53')"
"('10286_205', '192.168.220.42')",1131,"('10286_205', '192.168.220.42')"
"('10286_205', '192.168.220.48')",1499,"('10286_205', '192.168.220.48')"
"('10286_205', '192.168.220.47')",1564,"('10286_205', '192.168.220.47')"
"('10286_205', '192.168.220.51')",3206,"('10286_205', '192.168.220.51')"
"('10483_219', '192.168.220.46')",136,"('10483_219', '192.168.220.46')"
"('10483_219', '192.168.210.57')",138,"('10483_219', '192.168.210.57')"
"('10483_219', '192.168.210.49')",189,"('10483_219', '192.168.210.49')"
"('10483_219', '192.168.210.52')",203,"('10483_219', '192.168.210.52')"
"('10483_219', '192.168.210.45')",214,"('10483_219', '192.168.210.45')"
"('10483_219', '192.168.210.56')",258,"('10483_219', '192.168.210.56')"
"('10483_219', '192.168.210.54')",323,"('10483_219', '192.168.210.54')"
"('10483_219', '192.168.220.49')",405,"('10483_219', '192.168.220.49')"
"('10483_219', '192.168.210.53')",413,"('10483_219', '192.168.210.53')"
"('10483_219', '192.168.220.43')",642,"('10483_219', '192.168.220.43')"
"('10483_219', '192.168.210.46')",674,"('10483_219', '192.168.210.46')"
"('10483_219', '192.168.210.55')",719,"('10483_219', '192.168.210.55')"
"('10483_219', '192.168.220.42')",913,"('10483_219', '192.168.220.42')"
"('10483_219', '192.168.220.45')",1045,"('10483_219', '192.168.220.45')"
"('10483_219', '192.168.220.47')",1055,"('10483_219', '192.168.220.47')"
"('10483_219', '192.168.220.48')",1221,"('10483_219', '192.168.220.48')"
"('10483_219', '192.168.220.50')",1429,"('10483_219', '192.168.220.50')"
"('10483_219', '192.168.220.51')",3611,"('10483_219', '192.168.220.51')"
"('10098_21', '192.168.210.57')",173,"('10098_21', '192.168.210.57')"
"('10098_21', '192.168.210.56')",174,"('10098_21', '192.168.210.56')"
"('10098_21', '192.168.220.46')",196,"('10098_21', '192.168.220.46')"
"('10098_21', '192.168.210.52')",238,"('10098_21', '192.168.210.52')"
"('10098_21', '192.168.210.49')",303,"('10098_21', '192.168.210.49')"
"('10098_21', '192.168.210.47')",323,"('10098_21', '192.168.210.47')"
"('10098_21', '192.168.210.45')",340,"('10098_21', '192.168.210.45')"
"('10098_21', '192.168.210.53')",348,"('10098_21', '192.168.210.53')"
"('10098_21', '192.168.210.46')",358,"('10098_21', '192.168.210.46')"
"('10098_21', '192.168.210.48')",431,"('10098_21', '192.168.210.48')"
"('10098_21', '192.168.220.43')",447,"('10098_21', '192.168.220.43')"
"('10098_21', '192.168.220.48')",615,"('10098_21', '192.168.220.48')"
"('10098_21', '192.168.210.55')",656,"('10098_21', '192.168.210.55')"
"('10098_21', '192.168.220.49')",656,"('10098_21', '192.168.220.49')"
"('10098_21', '192.168.210.54')",680,"('10098_21', '192.168.210.54')"
"('10098_21', '192.168.220.45')",836,"('10098_21', '192.168.220.45')"
"('10098_21', '192.168.220.42')",844,"('10098_21', '192.168.220.42')"
"('10098_21', '192.168.220.50')",1356,"('10098_21', '192.168.220.50')"
"('10098_21', '192.168.220.47')",1961,"('10098_21', '192.168.220.47')"
"('10098_21', '192.168.220.51')",2755,"('10098_21', '192.168.220.51')"
"('10288_13', '192.168.210.50')",160,"('10288_13', '192.168.210.50')"
"('10288_13', '192.168.210.56')",198,"('10288_13', '192.168.210.56')"
"('10288_13', '192.168.210.46')",202,"('10288_13', '192.168.210.46')"
"('10288_13', '192.168.210.49')",278,"('10288_13', '192.168.210.49')"
"('10288_13', '192.168.210.52')",328,"('10288_13', '192.168.210.52')"
"('10288_13', '192.168.210.45')",372,"('10288_13', '192.168.210.45')"
"('10288_13', '192.168.210.48')",410,"('10288_13', '192.168.210.48')"
"('10288_13', '192.168.220.46')",411,"('10288_13', '192.168.220.46')"
"('10288_13', '192.168.220.48')",463,"('10288_13', '192.168.220.48')"
"('10288_13', '192.168.210.53')",473,"('10288_13', '192.168.210.53')"
"('10288_13', '192.168.220.45')",500,"('10288_13', '192.168.220.45')"
"('10288_13', '192.168.210.55')",508,"('10288_13', '192.168.210.55')"
"('10288_13', '192.168.210.57')",577,"('10288_13', '192.168.210.57')"
"('10288_13', '192.168.220.50')",581,"('10288_13', '192.168.220.50')"
"('10288_13', '192.168.220.43')",581,"('10288_13', '192.168.220.43')"
"('10288_13', '192.168.220.42')",635,"('10288_13', '192.168.220.42')"
"('10288_13', '192.168.210.47')",659,"('10288_13', '192.168.210.47')"
"('10288_13', '192.168.220.49')",670,"('10288_13', '192.168.220.49')"
"('10288_13', '192.168.210.54')",685,"('10288_13', '192.168.210.54')"
"('10288_13', '192.168.220.51')",2427,"('10288_13', '192.168.220.51')"
"('10288_13', '192.168.220.47')",2611,"('10288_13', '192.168.220.47')"
"('10482_250', '192.168.220.46')",139,"('10482_250', '192.168.220.46')"
"('10482_250', '192.168.210.47')",142,"('10482_250', '192.168.210.47')"
"('10482_250', '192.168.210.49')",210,"('10482_250', '192.168.210.49')"
"('10482_250', '192.168.220.49')",240,"('10482_250', '192.168.220.49')"
"('10482_250', '192.168.210.56')",246,"('10482_250', '192.168.210.56')"
"('10482_250', '192.168.210.52')",280,"('10482_250', '192.168.210.52')"
"('10482_250', '192.168.210.46')",515,"('10482_250', '192.168.210.46')"
"('10482_250', '192.168.210.53')",517,"('10482_250', '192.168.210.53')"
"('10482_250', '192.168.220.43')",534,"('10482_250', '192.168.220.43')"
"('10482_250', '192.168.210.55')",540,"('10482_250', '192.168.210.55')"
"('10482_250', '192.168.220.42')",645,"('10482_250', '192.168.220.42')"
"('10482_250', '192.168.210.45')",649,"('10482_250', '192.168.210.45')"
"('10482_250', '192.168.210.54')",680,"('10482_250', '192.168.210.54')"
"('10482_250', '192.168.220.47')",975,"('10482_250', '192.168.220.47')"
"('10482_250', '192.168.220.45')",1153,"('10482_250', '192.168.220.45')"
"('10482_250', '192.168.220.48')",1311,"('10482_250', '192.168.220.48')"
"('10482_250', '192.168.220.50')",1474,"('10482_250', '192.168.220.50')"
"('10482_250', '192.168.220.51')",3445,"('10482_250', '192.168.220.51')"
"('10051_65', '192.168.210.50')",126,"('10051_65', '192.168.210.50')"
"('10051_65', '192.168.210.56')",198,"('10051_65', '192.168.210.56')"
"('10051_65', '192.168.210.57')",217,"('10051_65', '192.168.210.57')"
"('10051_65', '192.168.210.45')",294,"('10051_65', '192.168.210.45')"
"('10051_65', '192.168.210.47')",306,"('10051_65', '192.168.210.47')"
"('10051_65', '192.168.210.49')",342,"('10051_65', '192.168.210.49')"
"('10051_65', '192.168.210.46')",351,"('10051_65', '192.168.210.46')"
"('10051_65', '192.168.220.46')",374,"('10051_65', '192.168.220.46')"
"('10051_65', '192.168.220.43')",392,"('10051_65', '192.168.220.43')"
"('10051_65', '192.168.210.53')",415,"('10051_65', '192.168.210.53')"
"('10051_65', '192.168.210.52')",438,"('10051_65', '192.168.210.52')"
"('10051_65', '192.168.210.48')",456,"('10051_65', '192.168.210.48')"
"('10051_65', '192.168.220.48')",556,"('10051_65', '192.168.220.48')"
"('10051_65', '192.168.210.55')",674,"('10051_65', '192.168.210.55')"
