,IP_B,confidence,IP_A
"('13097_235',)","('192.168.210.54',)",0.6842105263157895,"('13097_235',)"
"('13125_27',)","('192.168.220.51',)",1.0,"('13125_27',)"
"('13128_215',)","('192.168.220.51',)",1.0,"('13128_215',)"
"('13554_208',)","('192.168.210.47',)",0.6491228070175439,"('13554_208',)"
"('13624_84',)","('192.168.210.47',)",0.6666666666666666,"('13624_84',)"
"('10470_11',)","('192.168.210.49',)",1.0,"('10470_11',)"
"('10649_238',)","('192.168.220.51',)",0.6551724137931034,"('10649_238',)"
"('10999_187',)","('192.168.220.47',)",0.4482758620689655,"('10999_187',)"
"('11120_198',)","('192.168.210.55',)",1.0,"('11120_198',)"
"('10541_248',)","('192.168.220.51',)",0.5862068965517241,"('10541_248',)"
"('10085_235',)","('192.168.220.51',)",0.4482758620689655,"('10085_235',)"
"('11364_12',)","('192.168.210.49',)",0.6896551724137931,"('11364_12',)"
"('12024_112',)","('192.168.220.47',)",1.0,"('12024_112',)"
"('11063_194',)","('192.168.220.42',)",1.0,"('11063_194',)"
"('12358_160',)","('192.168.220.51',)",1.0,"('12358_160',)"
"('10701_201',)","('192.168.220.50',)",0.6724137931034483,"('10701_201',)"
"('12501_240',)","('192.168.220.47',)",0.4482758620689655,"('12501_240',)"
"('10042_17',)","('192.168.210.57',)",0.7586206896551724,"('10042_17',)"
"('13230_10',)","('192.168.210.48',)",1.0,"('13230_10',)"
"('10718_233',)","('192.168.220.45',)",1.0,"('10718_233',)"
"('13883_47',)","('192.168.220.47',)",1.0,"('13883_47',)"
"('10669_21',)","('192.168.210.47',)",1.0,"('10669_21',)"
"('14181_100',)","('192.168.220.51',)",1.0,"('14181_100',)"
"('14346_17',)","('192.168.220.47',)",1.0,"('14346_17',)"
"('14359_25',)","('192.168.210.55',)",0.5517241379310345,"('14359_25',)"
"('10037_190',)","('192.168.210.57',)",0.4576271186440678,"('10037_190',)"
"('10151_22',)","('192.168.220.51',)",0.7796610169491526,"('10151_22',)"
"('10708_73',)","('192.168.210.47',)",1.0,"('10708_73',)"
"('13362_99',)","('192.168.220.47',)",0.559322033898305,"('13362_99',)"
"('14152_202',)","('192.168.220.51',)",1.0,"('14152_202',)"
"('14305_190',)","('192.168.220.51',)",1.0,"('14305_190',)"
"('14376_75',)","('192.168.220.50',)",1.0,"('14376_75',)"
"('14483_235',)","('192.168.210.56',)",1.0,"('14483_235',)"
"('10382_216',)","('192.168.210.55',)",0.8666666666666667,"('10382_216',)"
"('10561_128',)","('192.168.220.47',)",0.8,"('10561_128',)"
"('10752_202',)","('192.168.210.45',)",0.4,"('10752_202',)"
"('10787_163',)","('192.168.220.50',)",0.4666666666666667,"('10787_163',)"
"('10050_38',)","('192.168.210.55',)",0.43333333333333335,"('10050_38',)"
"('10905_19',)","('192.168.220.47',)",1.0,"('10905_19',)"
"('11134_164',)","('192.168.210.55',)",1.0,"('11134_164',)"
"('11241_26',)","('192.168.210.56',)",0.5666666666666667,"('11241_26',)"
"('10488_184',)","('192.168.210.56',)",0.7666666666666667,"('10488_184',)"
"('11253_109',)","('192.168.220.47',)",0.7,"('11253_109',)"
"('10343_20',)","('192.168.220.50',)",1.0,"('10343_20',)"
"('10050_2',)","('192.168.220.45',)",0.4,"('10050_2',)"
"('10330_1',)","('192.168.220.49',)",0.9333333333333333,"('10330_1',)"
"('11745_217',)","('192.168.220.51',)",0.7666666666666667,"('11745_217',)"
"('12081_226',)","('192.168.220.47',)",0.4666666666666667,"('12081_226',)"
"('12095_217',)","('192.168.220.51',)",0.4666666666666667,"('12095_217',)"
"('12361_8',)","('192.168.220.51',)",1.0,"('12361_8',)"
"('10369_150',)","('192.168.210.53',)",1.0,"('10369_150',)"
"('12513_162',)","('192.168.220.47',)",1.0,"('12513_162',)"
"('12527_76',)","('192.168.210.55',)",0.6333333333333333,"('12527_76',)"
"('12531_34',)","('192.168.210.54',)",1.0,"('12531_34',)"
"('12555_254',)","('192.168.220.50',)",1.0,"('12555_254',)"
"('12597_62',)","('192.168.220.51',)",0.45,"('12597_62',)"
"('12716_136',)","('192.168.220.47',)",1.0,"('12716_136',)"
"('12824_70',)","('192.168.220.47',)",1.0,"('12824_70',)"
"('12955_31',)","('192.168.220.51',)",0.5333333333333333,"('12955_31',)"
"('13299_141',)","('192.168.220.51',)",0.5333333333333333,"('13299_141',)"
"('11767_169',)","('192.168.220.51',)",1.0,"('11767_169',)"
"('13724_243',)","('192.168.210.54',)",1.0,"('13724_243',)"
"('11768_83',)","('192.168.210.55',)",1.0,"('11768_83',)"
"('10879_121',)","('192.168.220.43',)",1.0,"('10879_121',)"
"('13404_156',)","('192.168.220.49',)",0.45,"('13404_156',)"
"('14286_175',)","('192.168.220.47',)",0.5,"('14286_175',)"
"('14380_223',)","('192.168.220.51',)",1.0,"('14380_223',)"
"('14394_58',)","('192.168.210.56',)",1.0,"('14394_58',)"
"('14452_238',)","('192.168.220.51',)",1.0,"('14452_238',)"
"('10088_159',)","('192.168.220.47',)",1.0,"('10088_159',)"
"('10392_3',)","('192.168.220.42',)",1.0,"('10392_3',)"
"('11243_142',)","('192.168.210.56',)",1.0,"('11243_142',)"
"('11644_103',)","('192.168.210.48',)",0.45901639344262296,"('11644_103',)"
"('11659_46',)","('192.168.210.46',)",0.3770491803278688,"('11659_46',)"
"('11665_33',)","('192.168.210.55',)",1.0,"('11665_33',)"
"('10588_16',)","('192.168.210.45',)",0.47540983606557374,"('10588_16',)"
"('10472_169',)","('192.168.220.51',)",1.0,"('10472_169',)"
"('10031_186',)","('192.168.210.54',)",0.4098360655737705,"('10031_186',)"
"('12581_154',)","('192.168.220.45',)",0.8852459016393442,"('12581_154',)"
"('12649_3',)","('192.168.220.51',)",0.4262295081967213,"('12649_3',)"
"('10099_155',)","('192.168.210.55',)",1.0,"('10099_155',)"
"('13352_61',)","('192.168.220.51',)",0.5409836065573771,"('13352_61',)"
"('12522_4',)","('192.168.210.57',)",0.6885245901639344,"('12522_4',)"
"('10032_32',)","('192.168.210.54',)",1.0,"('10032_32',)"
"('10829_196',)","('192.168.220.47',)",0.3870967741935484,"('10829_196',)"
"('10522_49',)","('192.168.220.51',)",0.3870967741935484,"('10522_49',)"
"('10147_171',)","('192.168.220.47',)",0.8387096774193549,"('10147_171',)"
"('11049_44',)","('192.168.220.42',)",0.8709677419354839,"('11049_44',)"
"('10588_28',)","('192.168.220.46',)",0.45161290322580644,"('10588_28',)"
"('11119_87',)","('192.168.210.55',)",1.0,"('11119_87',)"
"('10488_178',)","('192.168.220.51',)",0.3709677419354839,"('10488_178',)"
"('11768_138',)","('192.168.210.55',)",0.4838709677419355,"('11768_138',)"
"('10457_71',)","('192.168.220.51',)",1.0,"('10457_71',)"
"('12059_15',)","('192.168.220.47',)",1.0,"('12059_15',)"
"('12213_122',)","('192.168.220.46',)",0.41935483870967744,"('12213_122',)"
"('10033_121',)","('192.168.210.57',)",0.41935483870967744,"('10033_121',)"
"('12508_200',)","('192.168.220.48',)",0.3870967741935484,"('12508_200',)"
"('12512_2',)","('192.168.220.47',)",0.6774193548387096,"('12512_2',)"
"('10534_143',)","('192.168.220.51',)",0.45161290322580644,"('10534_143',)"
"('10718_228',)","('192.168.220.51',)",1.0,"('10718_228',)"
"('12768_15',)","('192.168.210.54',)",1.0,"('12768_15',)"
"('12795_109',)","('192.168.220.51',)",0.3870967741935484,"('12795_109',)"
"('11713_177',)","('192.168.210.55',)",1.0,"('11713_177',)"
"('12968_241',)","('192.168.220.51',)",0.6774193548387096,"('12968_241',)"
"('13186_182',)","('192.168.210.49',)",1.0,"('13186_182',)"
"('13319_145',)","('192.168.220.51',)",0.8064516129032258,"('13319_145',)"
"('13596_66',)","('192.168.220.47',)",1.0,"('13596_66',)"
"('12060_132',)","('192.168.210.53',)",1.0,"('12060_132',)"
"('13963_198',)","('192.168.220.48',)",1.0,"('13963_198',)"
"('14029_240',)","('192.168.220.51',)",1.0,"('14029_240',)"
"('14163_38',)","('192.168.220.51',)",1.0,"('14163_38',)"
"('14300_24',)","('192.168.220.51',)",1.0,"('14300_24',)"
"('10027_237',)","('192.168.220.51',)",0.6129032258064516,"('10027_237',)"
"('12060_105',)","('192.168.210.56',)",1.0,"('12060_105',)"
"('10099_177',)","('192.168.210.53',)",1.0,"('10099_177',)"
"('11232_185',)","('192.168.220.51',)",0.5238095238095238,"('11232_185',)"
"('11719_69',)","('192.168.220.51',)",0.3968253968253968,"('11719_69',)"
"('10124_61',)","('192.168.220.51',)",0.5238095238095238,"('10124_61',)"
"('11485_50',)","('192.168.220.47',)",0.6031746031746031,"('11485_50',)"
"('10471_193',)","('192.168.220.51',)",0.5238095238095238,"('10471_193',)"
"('13017_25',)","('192.168.210.53',)",0.3968253968253968,"('13017_25',)"
"('13163_239',)","('192.168.220.51',)",1.0,"('13163_239',)"
"('13447_42',)","('192.168.220.50',)",0.5873015873015873,"('13447_42',)"
"('14164_20',)","('192.168.210.54',)",1.0,"('14164_20',)"
"('14369_107',)","('192.168.220.49',)",1.0,"('14369_107',)"
"('14565_172',)","('192.168.220.51',)",1.0,"('14565_172',)"
"('14571_77',)","('192.168.220.51',)",1.0,"('14571_77',)"
"('10124_42',)","('192.168.220.47',)",0.4375,"('10124_42',)"
"('10045_183',)","('192.168.220.47',)",1.0,"('10045_183',)"
"('11552_45',)","('192.168.220.51',)",0.78125,"('11552_45',)"
"('10508_17',)","('192.168.220.50',)",0.609375,"('10508_17',)"
"('11683_55',)","('192.168.210.45',)",1.0,"('11683_55',)"
"('10718_68',)","('192.168.220.51',)",1.0,"('10718_68',)"
"('11167_116',)","('192.168.220.51',)",1.0,"('11167_116',)"
"('11958_84',)","('192.168.220.47',)",0.90625,"('11958_84',)"
"('12152_72',)","('192.168.220.50',)",0.5625,"('12152_72',)"
"('12402_99',)","('192.168.210.53',)",0.5,"('12402_99',)"
"('12432_145',)","('192.168.220.46',)",0.5625,"('12432_145',)"
"('10694_52',)","('192.168.220.50',)",1.0,"('10694_52',)"
"('13276_27',)","('192.168.220.47',)",0.53125,"('13276_27',)"
"('13546_90',)","('192.168.210.52',)",1.0,"('13546_90',)"
"('13643_77',)","('192.168.220.51',)",1.0,"('13643_77',)"
"('13889_101',)","('192.168.210.49',)",1.0,"('13889_101',)"
"('10531_53',)","('192.168.220.51',)",1.0,"('10531_53',)"
"('14299_233',)","('192.168.220.49',)",1.0,"('14299_233',)"
"('12964_47',)","('192.168.220.51',)",1.0,"('12964_47',)"
"('14509_102',)","('192.168.210.49',)",1.0,"('14509_102',)"
"('14596_207',)","('192.168.220.51',)",1.0,"('14596_207',)"
"('10643_154',)","('192.168.220.47',)",0.35384615384615387,"('10643_154',)"
"('10652_97',)","('192.168.220.47',)",1.0,"('10652_97',)"
"('10124_18',)","('192.168.220.51',)",0.4153846153846154,"('10124_18',)"
"('10039_62',)","('192.168.210.53',)",0.47692307692307695,"('10039_62',)"
"('11944_115',)","('192.168.220.48',)",0.6153846153846154,"('11944_115',)"
"('10361_149',)","('192.168.220.42',)",0.35384615384615387,"('10361_149',)"
"('11867_243',)","('192.168.220.50',)",0.8,"('11867_243',)"
"('12822_8',)","('192.168.220.47',)",0.676923076923077,"('12822_8',)"
"('11061_99',)","('192.168.220.45',)",1.0,"('11061_99',)"
"('10909_248',)","('192.168.210.53',)",0.49230769230769234,"('10909_248',)"
"('11972_209',)","('192.168.220.47',)",1.0,"('11972_209',)"
"('12497_172',)","('192.168.220.51',)",1.0,"('12497_172',)"
"('10039_58',)","('192.168.210.54',)",0.3787878787878788,"('10039_58',)"
"('10567_70',)","('192.168.220.42',)",0.45454545454545453,"('10567_70',)"
"('10508_205',)","('192.168.220.50',)",0.6212121212121212,"('10508_205',)"
"('10039_60',)","('192.168.210.54',)",0.3787878787878788,"('10039_60',)"
"('11998_2',)","('192.168.220.47',)",0.8181818181818182,"('11998_2',)"
"('12315_114',)","('192.168.210.55',)",0.5151515151515151,"('12315_114',)"
"('10012_35',)","('192.168.220.51',)",0.36363636363636365,"('10012_35',)"
"('12710_147',)","('192.168.210.45',)",0.45454545454545453,"('12710_147',)"
"('12829_216',)","('192.168.220.47',)",1.0,"('12829_216',)"
"('12945_221',)","('192.168.220.51',)",0.3939393939393939,"('12945_221',)"
"('12946_51',)","('192.168.220.51',)",0.696969696969697,"('12946_51',)"
"('13077_4',)","('192.168.220.51',)",1.0,"('13077_4',)"
"('10088_73',)","('192.168.220.49',)",0.45454545454545453,"('10088_73',)"
"('13691_27',)","('192.168.210.45',)",0.36363636363636365,"('13691_27',)"
"('13792_64',)","('192.168.210.55',)",0.42424242424242425,"('13792_64',)"
"('10012_16',)","('192.168.210.54',)",0.42424242424242425,"('10012_16',)"
"('13855_165',)","('192.168.210.55',)",1.0,"('13855_165',)"
"('10661_123',)","('192.168.220.50',)",1.0,"('10661_123',)"
"('13974_196',)","('192.168.220.45',)",1.0,"('13974_196',)"
"('14309_34',)","('192.168.220.51',)",1.0,"('14309_34',)"
"('11257_143',)","('192.168.220.43',)",0.34328358208955223,"('11257_143',)"
"('10124_29',)","('192.168.220.51',)",0.40298507462686567,"('10124_29',)"
"('11915_5',)","('192.168.220.47',)",0.5522388059701493,"('11915_5',)"
"('11969_80',)","('192.168.220.47',)",0.417910447761194,"('11969_80',)"
"('12167_206',)","('192.168.220.51',)",1.0,"('12167_206',)"
"('10124_15',)","('192.168.220.51',)",0.34328358208955223,"('10124_15',)"
"('12325_190',)","('192.168.220.47',)",1.0,"('12325_190',)"
"('10343_124',)","('192.168.210.55',)",0.9402985074626866,"('10343_124',)"
"('13529_248',)","('192.168.220.48',)",1.0,"('13529_248',)"
"('13731_196',)","('192.168.210.53',)",1.0,"('13731_196',)"
"('10798_27',)","('192.168.220.49',)",0.38235294117647056,"('10798_27',)"
"('11101_240',)","('192.168.220.47',)",0.5588235294117647,"('11101_240',)"
"('10088_9',)","('192.168.220.47',)",0.7647058823529411,"('10088_9',)"
"('11820_219',)","('192.168.220.51',)",0.9411764705882353,"('11820_219',)"
"('12340_202',)","('192.168.210.52',)",1.0,"('12340_202',)"
"('10537_162',)","('192.168.220.47',)",0.6764705882352942,"('10537_162',)"
"('12989_16',)","('192.168.220.51',)",0.4117647058823529,"('12989_16',)"
"('13028_171',)","('192.168.220.47',)",0.7941176470588235,"('13028_171',)"
"('10343_148',)","('192.168.220.48',)",1.0,"('10343_148',)"
"('10124_33',)","('192.168.210.57',)",0.5588235294117647,"('10124_33',)"
"('10244_191',)","('192.168.220.51',)",1.0,"('10244_191',)"
"('11867_173',)","('192.168.220.51',)",0.7647058823529411,"('11867_173',)"
"('13725_205',)","('192.168.210.54',)",1.0,"('13725_205',)"
"('13824_15',)","('192.168.220.43',)",1.0,"('13824_15',)"
"('10012_13',)","('192.168.220.51',)",0.4117647058823529,"('10012_13',)"
"('13994_101',)","('192.168.220.51',)",0.7058823529411765,"('13994_101',)"
"('14092_8',)","('192.168.220.51',)",1.0,"('14092_8',)"
"('11390_247',)","('192.168.220.49',)",1.0,"('11390_247',)"
"('14385_1',)","('192.168.210.49',)",1.0,"('14385_1',)"
"('11024_163',)","('192.168.220.47',)",0.7101449275362319,"('11024_163',)"
"('11518_55',)","('192.168.210.54',)",0.4782608695652174,"('11518_55',)"
"('11880_109',)","('192.168.220.43',)",0.463768115942029,"('11880_109',)"
"('12333_174',)","('192.168.220.51',)",0.7246376811594203,"('12333_174',)"
"('12549_52',)","('192.168.210.57',)",0.4927536231884058,"('12549_52',)"
"('10392_139',)","('192.168.210.45',)",1.0,"('10392_139',)"
"('10002_142',)","('192.168.220.51',)",0.6231884057971014,"('10002_142',)"
"('12954_15',)","('192.168.220.47',)",0.8405797101449275,"('12954_15',)"
"('11010_152',)","('192.168.220.47',)",1.0,"('11010_152',)"
"('13484_52',)","('192.168.220.50',)",1.0,"('13484_52',)"
"('13558_141',)","('192.168.220.49',)",0.5362318840579711,"('13558_141',)"
"('10343_1',)","('192.168.210.45',)",1.0,"('10343_1',)"
"('10114_205',)","('192.168.220.47',)",0.37142857142857144,"('10114_205',)"
"('10124_58',)","('192.168.220.50',)",0.32857142857142857,"('10124_58',)"
"('11110_54',)","('192.168.220.47',)",0.45714285714285713,"('11110_54',)"
"('11656_184',)","('192.168.220.51',)",0.7142857142857143,"('11656_184',)"
"('10050_30',)","('192.168.210.54',)",0.37142857142857144,"('10050_30',)"
"('12250_188',)","('192.168.220.47',)",0.5142857142857142,"('12250_188',)"
"('12537_35',)","('192.168.220.51',)",0.5142857142857142,"('12537_35',)"
"('10621_60',)","('192.168.220.42',)",1.0,"('10621_60',)"
"('12672_121',)","('192.168.220.51',)",0.6571428571428571,"('12672_121',)"
"('12854_59',)","('192.168.220.50',)",0.5142857142857142,"('12854_59',)"
"('13119_217',)","('192.168.220.51',)",1.0,"('13119_217',)"
"('14301_172',)","('192.168.220.51',)",1.0,"('14301_172',)"
"('14428_10',)","('192.168.220.46',)",1.0,"('14428_10',)"
"('14513_1',)","('192.168.220.46',)",1.0,"('14513_1',)"
"('10393_181',)","('192.168.220.51',)",0.49295774647887325,"('10393_181',)"
"('11039_15',)","('192.168.220.42',)",1.0,"('11039_15',)"
"('11122_109',)","('192.168.210.55',)",1.0,"('11122_109',)"
"('10124_64',)","('192.168.220.42',)",0.6197183098591549,"('10124_64',)"
"('12709_79',)","('192.168.220.47',)",0.4647887323943662,"('12709_79',)"
"('12773_164',)","('192.168.220.45',)",1.0,"('12773_164',)"
"('10508_206',)","('192.168.220.51',)",0.6901408450704225,"('10508_206',)"
"('12841_11',)","('192.168.220.51',)",0.7464788732394366,"('12841_11',)"
"('11037_37',)","('192.168.220.48',)",0.7183098591549296,"('11037_37',)"
"('13121_147',)","('192.168.220.51',)",0.9154929577464789,"('13121_147',)"
"('14393_221',)","('192.168.210.56',)",1.0,"('14393_221',)"
"('10249_133',)","('192.168.220.51',)",0.4027777777777778,"('10249_133',)"
"('10147_151',)","('192.168.220.47',)",0.7222222222222222,"('10147_151',)"
"('11072_161',)","('192.168.220.47',)",1.0,"('11072_161',)"
"('11197_56',)","('192.168.210.46',)",1.0,"('11197_56',)"
"('10790_135',)","('192.168.220.47',)",0.7222222222222222,"('10790_135',)"
"('11693_72',)","('192.168.220.45',)",1.0,"('11693_72',)"
"('11817_133',)","('192.168.220.51',)",0.7777777777777778,"('11817_133',)"
"('10343_108',)","('192.168.220.47',)",1.0,"('10343_108',)"
"('10299_12',)","('192.168.210.57',)",0.4444444444444444,"('10299_12',)"
"('10050_44',)","('192.168.220.51',)",0.3194444444444444,"('10050_44',)"
"('12481_68',)","('192.168.220.47',)",0.8333333333333334,"('12481_68',)"
"('12678_184',)","('192.168.220.45',)",0.375,"('12678_184',)"
"('11729_3',)","('192.168.220.49',)",0.9444444444444444,"('11729_3',)"
"('12729_199',)","('192.168.220.47',)",0.8611111111111112,"('12729_199',)"
"('12785_219',)","('192.168.210.54',)",0.6944444444444444,"('12785_219',)"
"('13001_81',)","('192.168.210.46',)",0.3333333333333333,"('13001_81',)"
"('13132_131',)","('192.168.220.51',)",0.3888888888888889,"('13132_131',)"
"('13440_125',)","('192.168.220.51',)",0.875,"('13440_125',)"
"('13560_44',)","('192.168.220.47',)",0.5555555555555556,"('13560_44',)"
"('13585_175',)","('192.168.220.47',)",0.3888888888888889,"('13585_175',)"
"('13611_13',)","('192.168.220.51',)",1.0,"('13611_13',)"
"('13708_80',)","('192.168.210.45',)",1.0,"('13708_80',)"
"('13887_168',)","('192.168.210.52',)",1.0,"('13887_168',)"
"('10003_74',)","('192.168.220.51',)",0.6944444444444444,"('10003_74',)"
"('13990_18',)","('192.168.220.51',)",1.0,"('13990_18',)"
"('14306_46',)","('192.168.220.51',)",1.0,"('14306_46',)"
"('14345_102',)","('192.168.220.47',)",1.0,"('14345_102',)"
"('10162_158',)","('192.168.210.47',)",1.0,"('10162_158',)"
"('10290_15',)","('192.168.220.46',)",0.3561643835616438,"('10290_15',)"
"('11056_215',)","('192.168.220.47',)",0.4520547945205479,"('11056_215',)"
"('11162_227',)","('192.168.210.56',)",1.0,"('11162_227',)"
"('12782_194',)","('192.168.220.51',)",0.589041095890411,"('12782_194',)"
"('10415_99',)","('192.168.220.51',)",1.0,"('10415_99',)"
"('14235_245',)","('192.168.220.51',)",1.0,"('14235_245',)"
"('14520_171',)","('192.168.220.50',)",1.0,"('14520_171',)"
"('10153_143',)","('192.168.220.47',)",0.40540540540540543,"('10153_143',)"
"('10404_74',)","('192.168.210.47',)",0.5945945945945946,"('10404_74',)"
"('10124_11',)","('192.168.220.47',)",0.40540540540540543,"('10124_11',)"
"('11441_200',)","('192.168.220.50',)",0.32432432432432434,"('11441_200',)"
"('12286_197',)","('192.168.220.47',)",0.4864864864864865,"('12286_197',)"
"('12324_65',)","('192.168.220.51',)",0.32432432432432434,"('12324_65',)"
"('12698_169',)","('192.168.220.51',)",0.7027027027027027,"('12698_169',)"
"('12727_221',)","('192.168.220.47',)",0.3783783783783784,"('12727_221',)"
"('10718_163',)","('192.168.210.47',)",1.0,"('10718_163',)"
"('11366_39',)","('192.168.220.51',)",0.5405405405405406,"('11366_39',)"
"('13605_39',)","('192.168.220.47',)",1.0,"('13605_39',)"
"('13653_95',)","('192.168.220.47',)",1.0,"('13653_95',)"
"('13684_188',)","('192.168.210.45',)",0.40540540540540543,"('13684_188',)"
"('13944_83',)","('192.168.220.49',)",1.0,"('13944_83',)"
"('14007_47',)","('192.168.220.51',)",1.0,"('14007_47',)"
"('10974_145',)","('192.168.210.47',)",1.0,"('10974_145',)"
"('14105_112',)","('192.168.210.57',)",0.8648648648648649,"('14105_112',)"
"('14468_222',)","('192.168.220.46',)",1.0,"('14468_222',)"
"('10398_41',)","('192.168.210.48',)",1.0,"('10398_41',)"
"('10862_194',)","('192.168.220.47',)",0.6533333333333333,"('10862_194',)"
"('10152_36',)","('192.168.210.45',)",0.6133333333333333,"('10152_36',)"
"('11712_38',)","('192.168.220.45',)",0.3466666666666667,"('11712_38',)"
"('10124_25',)","('192.168.220.43',)",0.7066666666666667,"('10124_25',)"
"('13157_61',)","('192.168.220.51',)",1.0,"('13157_61',)"
"('13234_35',)","('192.168.220.47',)",0.9066666666666666,"('13234_35',)"
"('13254_146',)","('192.168.210.47',)",0.3333333333333333,"('13254_146',)"
"('12193_11',)","('192.168.210.56',)",0.7466666666666667,"('12193_11',)"
"('14223_58',)","('192.168.220.51',)",1.0,"('14223_58',)"
"('10393_184',)","('192.168.220.51',)",0.42105263157894735,"('10393_184',)"
"('10646_213',)","('192.168.220.47',)",0.5,"('10646_213',)"
"('11053_98',)","('192.168.210.53',)",0.7105263157894737,"('11053_98',)"
"('11581_128',)","('192.168.220.51',)",1.0,"('11581_128',)"
"('11828_151',)","('192.168.220.47',)",0.6447368421052632,"('11828_151',)"
"('11851_4',)","('192.168.220.48',)",0.7368421052631579,"('11851_4',)"
"('12732_79',)","('192.168.210.55',)",0.7894736842105263,"('12732_79',)"
"('10927_0',)","('192.168.210.54',)",0.47368421052631576,"('10927_0',)"
"('12433_178',)","('192.168.220.47',)",0.3684210526315789,"('12433_178',)"
"('13633_253',)","('192.168.210.50',)",0.3684210526315789,"('13633_253',)"
"('14075_232',)","('192.168.210.47',)",1.0,"('14075_232',)"
"('10088_126',)","('192.168.220.51',)",1.0,"('10088_126',)"
"('10737_215',)","('192.168.220.42',)",0.7142857142857143,"('10737_215',)"
"('10124_20',)","('192.168.220.47',)",0.5194805194805194,"('10124_20',)"
"('11571_230',)","('192.168.220.47',)",1.0,"('11571_230',)"
"('10825_236',)","('192.168.220.47',)",0.4025974025974026,"('10825_236',)"
"('10373_20',)","('192.168.220.47',)",0.5324675324675324,"('10373_20',)"
"('12110_204',)","('192.168.220.42',)",1.0,"('12110_204',)"
"('12372_239',)","('192.168.210.54',)",0.4155844155844156,"('12372_239',)"
"('12465_128',)","('192.168.220.50',)",0.5974025974025974,"('12465_128',)"
"('10383_23',)","('192.168.220.43',)",0.36363636363636365,"('10383_23',)"
"('12100_71',)","('192.168.220.51',)",0.36363636363636365,"('12100_71',)"
"('13511_13',)","('192.168.220.50',)",0.922077922077922,"('13511_13',)"
"('14087_204',)","('192.168.210.47',)",1.0,"('14087_204',)"
"('12505_140',)","('192.168.220.48',)",1.0,"('12505_140',)"
"('10160_118',)","('192.168.210.45',)",1.0,"('10160_118',)"
"('14611_27',)","('192.168.210.48',)",1.0,"('14611_27',)"
"('11214_105',)","('192.168.220.51',)",0.5128205128205128,"('11214_105',)"
"('11225_34',)","('192.168.210.56',)",1.0,"('11225_34',)"
"('12427_140',)","('192.168.210.53',)",1.0,"('12427_140',)"
"('12598_20',)","('192.168.220.51',)",0.38461538461538464,"('12598_20',)"
"('10083_131',)","('192.168.210.54',)",0.7435897435897436,"('10083_131',)"
"('10985_46',)","('192.168.210.50',)",0.38461538461538464,"('10985_46',)"
"('12938_210',)","('192.168.220.42',)",1.0,"('12938_210',)"
"('13216_252',)","('192.168.220.46',)",1.0,"('13216_252',)"
"('10023_207',)","('192.168.220.51',)",1.0,"('10023_207',)"
"('13494_80',)","('192.168.220.50',)",1.0,"('13494_80',)"
"('13495_125',)","('192.168.220.50',)",1.0,"('13495_125',)"
"('13692_186',)","('192.168.220.51',)",0.358974358974359,"('13692_186',)"
"('14006_90',)","('192.168.220.43',)",1.0,"('14006_90',)"
"('14113_31',)","('192.168.210.45',)",0.38461538461538464,"('14113_31',)"
"('14406_60',)","('192.168.220.48',)",1.0,"('14406_60',)"
"('10426_95',)","('192.168.220.47',)",0.3037974683544304,"('10426_95',)"
"('12066_94',)","('192.168.210.55',)",0.34177215189873417,"('12066_94',)"
"('12312_94',)","('192.168.220.48',)",0.7721518987341772,"('12312_94',)"
"('12715_146',)","('192.168.220.47',)",1.0,"('12715_146',)"
"('11020_200',)","('192.168.210.48',)",0.9493670886075949,"('11020_200',)"
"('10088_140',)","('192.168.220.47',)",0.75,"('10088_140',)"
"('10088_237',)","('192.168.220.51',)",0.8,"('10088_237',)"
"('10673_107',)","('192.168.220.47',)",0.525,"('10673_107',)"
"('10124_13',)","('192.168.220.51',)",0.5125,"('10124_13',)"
"('10912_230',)","('192.168.220.50',)",0.45,"('10912_230',)"
"('11254_14',)","('192.168.220.47',)",0.4,"('11254_14',)"
"('10299_100',)","('192.168.220.48',)",0.85,"('10299_100',)"
"('10151_2',)","('192.168.220.47',)",0.55,"('10151_2',)"
"('11278_164',)","('192.168.220.51',)",1.0,"('11278_164',)"
"('12100_9',)","('192.168.220.42',)",0.325,"('12100_9',)"
"('12116_210',)","('192.168.220.42',)",1.0,"('12116_210',)"
"('10023_133',)","('192.168.210.54',)",1.0,"('10023_133',)"
"('12218_42',)","('192.168.210.54',)",1.0,"('12218_42',)"
"('10124_30',)","('192.168.210.48',)",0.325,"('10124_30',)"
"('12480_74',)","('192.168.220.50',)",0.35,"('12480_74',)"
"('13154_144',)","('192.168.220.51',)",1.0,"('13154_144',)"
"('10012_142',)","('192.168.220.47',)",0.625,"('10012_142',)"
"('13287_196',)","('192.168.210.47',)",1.0,"('13287_196',)"
"('11751_67',)","('192.168.220.49',)",0.925,"('11751_67',)"
"('13445_113',)","('192.168.220.51',)",1.0,"('13445_113',)"
"('13572_244',)","('192.168.220.47',)",0.775,"('13572_244',)"
"('13582_180',)","('192.168.220.51',)",0.5,"('13582_180',)"
"('13867_89',)","('192.168.220.51',)",0.35,"('13867_89',)"
"('13935_211',)","('192.168.210.53',)",0.65,"('13935_211',)"
"('10365_193',)","('192.168.220.51',)",1.0,"('10365_193',)"
"('11293_69',)","('192.168.220.51',)",0.41975308641975306,"('11293_69',)"
"('11588_86',)","('192.168.210.53',)",1.0,"('11588_86',)"
"('11862_173',)","('192.168.220.47',)",1.0,"('11862_173',)"
