,0,IP
"('10063_157', '192.168.220.45')",70,"('10063_157', '192.168.220.45')"
"('10063_157', '192.168.210.48')",85,"('10063_157', '192.168.210.48')"
"('10063_157', '192.168.220.42')",110,"('10063_157', '192.168.220.42')"
"('10063_157', '192.168.220.50')",110,"('10063_157', '192.168.220.50')"
"('10063_157', '192.168.210.52')",110,"('10063_157', '192.168.210.52')"
"('10063_157', '192.168.220.48')",112,"('10063_157', '192.168.220.48')"
"('10063_157', '192.168.210.53')",146,"('10063_157', '192.168.210.53')"
"('10063_157', '192.168.220.47')",180,"('10063_157', '192.168.220.47')"
"('10063_157', '192.168.220.51')",327,"('10063_157', '192.168.220.51')"
"('10063_157', '192.168.210.57')",554,"('10063_157', '192.168.210.57')"
"('11599_145', '192.168.210.52')",16,"('11599_145', '192.168.210.52')"
"('11599_145', '192.168.210.46')",26,"('11599_145', '192.168.210.46')"
"('11599_145', '192.168.220.48')",26,"('11599_145', '192.168.220.48')"
"('11599_145', '192.168.220.49')",28,"('11599_145', '192.168.220.49')"
"('11599_145', '192.168.210.45')",33,"('11599_145', '192.168.210.45')"
"('11599_145', '192.168.220.51')",146,"('11599_145', '192.168.220.51')"
"('11599_145', '192.168.210.53')",1890,"('11599_145', '192.168.210.53')"
"('10339_42', '192.168.220.45')",18,"('10339_42', '192.168.220.45')"
"('10339_42', '192.168.210.53')",22,"('10339_42', '192.168.210.53')"
"('10339_42', '192.168.210.57')",24,"('10339_42', '192.168.210.57')"
"('10339_42', '192.168.210.50')",28,"('10339_42', '192.168.210.50')"
"('10339_42', '192.168.210.52')",40,"('10339_42', '192.168.210.52')"
"('10339_42', '192.168.210.49')",42,"('10339_42', '192.168.210.49')"
"('10339_42', '192.168.210.46')",42,"('10339_42', '192.168.210.46')"
"('10339_42', '192.168.210.56')",42,"('10339_42', '192.168.210.56')"
"('10339_42', '192.168.220.43')",44,"('10339_42', '192.168.220.43')"
"('10339_42', '192.168.210.45')",48,"('10339_42', '192.168.210.45')"
"('10339_42', '192.168.210.55')",70,"('10339_42', '192.168.210.55')"
"('10339_42', '192.168.220.46')",88,"('10339_42', '192.168.220.46')"
"('10339_42', '192.168.210.54')",102,"('10339_42', '192.168.210.54')"
"('10339_42', '192.168.220.42')",102,"('10339_42', '192.168.220.42')"
"('10339_42', '192.168.220.48')",112,"('10339_42', '192.168.220.48')"
"('10339_42', '192.168.220.50')",120,"('10339_42', '192.168.220.50')"
"('10339_42', '192.168.210.47')",132,"('10339_42', '192.168.210.47')"
"('10339_42', '192.168.220.47')",305,"('10339_42', '192.168.220.47')"
"('10339_42', '192.168.220.49')",330,"('10339_42', '192.168.220.49')"
"('10339_42', '192.168.220.51')",464,"('10339_42', '192.168.220.51')"
"('10609_92', '192.168.210.55')",14,"('10609_92', '192.168.210.55')"
"('10609_92', '192.168.210.49')",17,"('10609_92', '192.168.210.49')"
"('10609_92', '192.168.210.47')",18,"('10609_92', '192.168.210.47')"
"('10609_92', '192.168.210.50')",32,"('10609_92', '192.168.210.50')"
"('10609_92', '192.168.220.46')",38,"('10609_92', '192.168.220.46')"
"('10609_92', '192.168.210.45')",46,"('10609_92', '192.168.210.45')"
"('10609_92', '192.168.210.46')",50,"('10609_92', '192.168.210.46')"
"('10609_92', '192.168.220.43')",53,"('10609_92', '192.168.220.43')"
"('10609_92', '192.168.220.48')",56,"('10609_92', '192.168.220.48')"
"('10609_92', '192.168.210.52')",60,"('10609_92', '192.168.210.52')"
"('10609_92', '192.168.210.56')",79,"('10609_92', '192.168.210.56')"
"('10609_92', '192.168.220.42')",107,"('10609_92', '192.168.220.42')"
"('10609_92', '192.168.210.54')",139,"('10609_92', '192.168.210.54')"
"('10609_92', '192.168.220.49')",141,"('10609_92', '192.168.220.49')"
"('10609_92', '192.168.220.45')",164,"('10609_92', '192.168.220.45')"
"('10609_92', '192.168.220.50')",194,"('10609_92', '192.168.220.50')"
"('10609_92', '192.168.220.47')",267,"('10609_92', '192.168.220.47')"
"('10609_92', '192.168.220.51')",702,"('10609_92', '192.168.220.51')"
"('10125_233', '192.168.210.46')",24,"('10125_233', '192.168.210.46')"
"('10125_233', '192.168.210.52')",33,"('10125_233', '192.168.210.52')"
"('10125_233', '192.168.210.55')",48,"('10125_233', '192.168.210.55')"
"('10125_233', '192.168.220.42')",54,"('10125_233', '192.168.220.42')"
"('10125_233', '192.168.220.45')",64,"('10125_233', '192.168.220.45')"
"('10125_233', '192.168.210.48')",74,"('10125_233', '192.168.210.48')"
"('10125_233', '192.168.210.53')",78,"('10125_233', '192.168.210.53')"
"('10125_233', '192.168.220.48')",128,"('10125_233', '192.168.220.48')"
"('10125_233', '192.168.210.45')",132,"('10125_233', '192.168.210.45')"
"('10125_233', '192.168.210.49')",138,"('10125_233', '192.168.210.49')"
"('10125_233', '192.168.220.47')",156,"('10125_233', '192.168.220.47')"
"('10125_233', '192.168.210.50')",158,"('10125_233', '192.168.210.50')"
"('10125_233', '192.168.220.46')",163,"('10125_233', '192.168.220.46')"
"('10125_233', '192.168.220.50')",170,"('10125_233', '192.168.220.50')"
"('10125_233', '192.168.220.51')",240,"('10125_233', '192.168.220.51')"
"('10125_233', '192.168.210.54')",252,"('10125_233', '192.168.210.54')"
"('10125_233', '192.168.210.57')",270,"('10125_233', '192.168.210.57')"
"('10516_183', '192.168.220.46')",15,"('10516_183', '192.168.220.46')"
"('10516_183', '192.168.210.48')",32,"('10516_183', '192.168.210.48')"
"('10516_183', '192.168.210.47')",40,"('10516_183', '192.168.210.47')"
"('10516_183', '192.168.210.52')",51,"('10516_183', '192.168.210.52')"
"('10516_183', '192.168.210.55')",62,"('10516_183', '192.168.210.55')"
"('10516_183', '192.168.210.46')",62,"('10516_183', '192.168.210.46')"
"('10516_183', '192.168.210.54')",63,"('10516_183', '192.168.210.54')"
"('10516_183', '192.168.210.49')",64,"('10516_183', '192.168.210.49')"
"('10516_183', '192.168.220.43')",68,"('10516_183', '192.168.220.43')"
"('10516_183', '192.168.220.49')",68,"('10516_183', '192.168.220.49')"
"('10516_183', '192.168.210.45')",69,"('10516_183', '192.168.210.45')"
"('10516_183', '192.168.210.53')",75,"('10516_183', '192.168.210.53')"
"('10516_183', '192.168.220.48')",95,"('10516_183', '192.168.220.48')"
"('10516_183', '192.168.220.42')",98,"('10516_183', '192.168.220.42')"
"('10516_183', '192.168.220.50')",144,"('10516_183', '192.168.220.50')"
"('10516_183', '192.168.220.45')",167,"('10516_183', '192.168.220.45')"
"('10516_183', '192.168.210.57')",189,"('10516_183', '192.168.210.57')"
"('10516_183', '192.168.220.47')",318,"('10516_183', '192.168.220.47')"
"('10516_183', '192.168.220.51')",508,"('10516_183', '192.168.220.51')"
"('10293_43', '192.168.210.46')",12,"('10293_43', '192.168.210.46')"
"('10293_43', '192.168.210.48')",20,"('10293_43', '192.168.210.48')"
"('10293_43', '192.168.210.56')",30,"('10293_43', '192.168.210.56')"
"('10293_43', '192.168.210.45')",30,"('10293_43', '192.168.210.45')"
"('10293_43', '192.168.210.53')",38,"('10293_43', '192.168.210.53')"
"('10293_43', '192.168.220.49')",38,"('10293_43', '192.168.220.49')"
"('10293_43', '192.168.210.52')",59,"('10293_43', '192.168.210.52')"
"('10293_43', '192.168.210.57')",70,"('10293_43', '192.168.210.57')"
"('10293_43', '192.168.210.47')",76,"('10293_43', '192.168.210.47')"
"('10293_43', '192.168.220.46')",78,"('10293_43', '192.168.220.46')"
"('10293_43', '192.168.210.54')",82,"('10293_43', '192.168.210.54')"
"('10293_43', '192.168.220.43')",86,"('10293_43', '192.168.220.43')"
"('10293_43', '192.168.220.48')",118,"('10293_43', '192.168.220.48')"
"('10293_43', '192.168.220.45')",138,"('10293_43', '192.168.220.45')"
"('10293_43', '192.168.220.47')",154,"('10293_43', '192.168.220.47')"
"('10293_43', '192.168.210.55')",214,"('10293_43', '192.168.210.55')"
"('10293_43', '192.168.220.50')",302,"('10293_43', '192.168.220.50')"
"('10293_43', '192.168.220.42')",322,"('10293_43', '192.168.220.42')"
"('10293_43', '192.168.220.51')",327,"('10293_43', '192.168.220.51')"
"('10439_202', '192.168.210.49')",18,"('10439_202', '192.168.210.49')"
"('10439_202', '192.168.210.50')",19,"('10439_202', '192.168.210.50')"
"('10439_202', '192.168.210.57')",20,"('10439_202', '192.168.210.57')"
"('10439_202', '192.168.210.47')",42,"('10439_202', '192.168.210.47')"
"('10439_202', '192.168.220.46')",46,"('10439_202', '192.168.220.46')"
"('10439_202', '192.168.210.52')",46,"('10439_202', '192.168.210.52')"
"('10439_202', '192.168.220.50')",46,"('10439_202', '192.168.220.50')"
"('10439_202', '192.168.210.48')",58,"('10439_202', '192.168.210.48')"
"('10439_202', '192.168.220.42')",67,"('10439_202', '192.168.220.42')"
"('10439_202', '192.168.210.55')",70,"('10439_202', '192.168.210.55')"
"('10439_202', '192.168.210.53')",84,"('10439_202', '192.168.210.53')"
"('10439_202', '192.168.210.45')",85,"('10439_202', '192.168.210.45')"
"('10439_202', '192.168.210.46')",85,"('10439_202', '192.168.210.46')"
"('10439_202', '192.168.220.45')",102,"('10439_202', '192.168.220.45')"
"('10439_202', '192.168.220.43')",108,"('10439_202', '192.168.220.43')"
"('10439_202', '192.168.210.54')",109,"('10439_202', '192.168.210.54')"
"('10439_202', '192.168.220.49')",144,"('10439_202', '192.168.220.49')"
"('10439_202', '192.168.220.48')",319,"('10439_202', '192.168.220.48')"
"('10439_202', '192.168.220.47')",344,"('10439_202', '192.168.220.47')"
"('10439_202', '192.168.220.51')",378,"('10439_202', '192.168.220.51')"
"('11023_80', '192.168.210.57')",36,"('11023_80', '192.168.210.57')"
"('11023_80', '192.168.220.44')",72,"('11023_80', '192.168.220.44')"
"('11023_80', '192.168.210.47')",94,"('11023_80', '192.168.210.47')"
"('11023_80', '192.168.210.46')",118,"('11023_80', '192.168.210.46')"
"('11023_80', '192.168.210.53')",124,"('11023_80', '192.168.210.53')"
"('11023_80', '192.168.220.42')",221,"('11023_80', '192.168.220.42')"
"('11023_80', '192.168.210.54')",226,"('11023_80', '192.168.210.54')"
"('11023_80', '192.168.210.48')",271,"('11023_80', '192.168.210.48')"
"('11023_80', '192.168.220.47')",510,"('11023_80', '192.168.220.47')"
"('11023_80', '192.168.210.55')",523,"('11023_80', '192.168.210.55')"
"('10052_197', '192.168.210.57')",12,"('10052_197', '192.168.210.57')"
"('10052_197', '192.168.210.46')",20,"('10052_197', '192.168.210.46')"
"('10052_197', '192.168.210.49')",24,"('10052_197', '192.168.210.49')"
"('10052_197', '192.168.210.53')",38,"('10052_197', '192.168.210.53')"
"('10052_197', '192.168.220.42')",44,"('10052_197', '192.168.220.42')"
"('10052_197', '192.168.210.52')",52,"('10052_197', '192.168.210.52')"
"('10052_197', '192.168.220.50')",58,"('10052_197', '192.168.220.50')"
"('10052_197', '192.168.210.47')",78,"('10052_197', '192.168.210.47')"
"('10052_197', '192.168.210.48')",82,"('10052_197', '192.168.210.48')"
"('10052_197', '192.168.220.48')",96,"('10052_197', '192.168.220.48')"
"('10052_197', '192.168.210.45')",108,"('10052_197', '192.168.210.45')"
"('10052_197', '192.168.220.45')",120,"('10052_197', '192.168.220.45')"
"('10052_197', '192.168.220.49')",128,"('10052_197', '192.168.220.49')"
"('10052_197', '192.168.210.54')",129,"('10052_197', '192.168.210.54')"
"('10052_197', '192.168.210.56')",132,"('10052_197', '192.168.210.56')"
"('10052_197', '192.168.220.43')",136,"('10052_197', '192.168.220.43')"
"('10052_197', '192.168.210.55')",145,"('10052_197', '192.168.210.55')"
"('10052_197', '192.168.220.46')",154,"('10052_197', '192.168.220.46')"
"('10052_197', '192.168.220.47')",274,"('10052_197', '192.168.220.47')"
"('10052_197', '192.168.220.51')",387,"('10052_197', '192.168.220.51')"
"('11761_123', '192.168.210.53')",24,"('11761_123', '192.168.210.53')"
"('11761_123', '192.168.220.49')",27,"('11761_123', '192.168.220.49')"
"('11761_123', '192.168.220.50')",27,"('11761_123', '192.168.220.50')"
"('11761_123', '192.168.220.42')",61,"('11761_123', '192.168.220.42')"
"('11761_123', '192.168.210.46')",72,"('11761_123', '192.168.210.46')"
"('11761_123', '192.168.220.45')",84,"('11761_123', '192.168.220.45')"
"('11761_123', '192.168.210.52')",144,"('11761_123', '192.168.210.52')"
"('11761_123', '192.168.210.47')",144,"('11761_123', '192.168.210.47')"
"('11761_123', '192.168.210.45')",180,"('11761_123', '192.168.210.45')"
"('11761_123', '192.168.220.47')",198,"('11761_123', '192.168.220.47')"
"('11761_123', '192.168.210.55')",572,"('11761_123', '192.168.210.55')"
"('11761_123', '192.168.220.51')",696,"('11761_123', '192.168.220.51')"
"('10082_76', '192.168.210.52')",38,"('10082_76', '192.168.210.52')"
"('10082_76', '192.168.220.46')",46,"('10082_76', '192.168.220.46')"
"('10082_76', '192.168.210.53')",51,"('10082_76', '192.168.210.53')"
"('10082_76', '192.168.210.57')",58,"('10082_76', '192.168.210.57')"
"('10082_76', '192.168.220.48')",60,"('10082_76', '192.168.220.48')"
"('10082_76', '192.168.210.56')",88,"('10082_76', '192.168.210.56')"
"('10082_76', '192.168.210.50')",92,"('10082_76', '192.168.210.50')"
"('10082_76', '192.168.220.45')",108,"('10082_76', '192.168.220.45')"
"('10082_76', '192.168.210.54')",125,"('10082_76', '192.168.210.54')"
"('10082_76', '192.168.210.48')",127,"('10082_76', '192.168.210.48')"
"('10082_76', '192.168.210.55')",138,"('10082_76', '192.168.210.55')"
"('10082_76', '192.168.210.47')",144,"('10082_76', '192.168.210.47')"
"('10082_76', '192.168.220.42')",249,"('10082_76', '192.168.220.42')"
"('10082_76', '192.168.220.47')",917,"('10082_76', '192.168.220.47')"
"('10026_98', '192.168.210.57')",12,"('10026_98', '192.168.210.57')"
"('10026_98', '192.168.220.49')",14,"('10026_98', '192.168.220.49')"
"('10026_98', '192.168.210.56')",18,"('10026_98', '192.168.210.56')"
"('10026_98', '192.168.210.46')",29,"('10026_98', '192.168.210.46')"
"('10026_98', '192.168.210.55')",34,"('10026_98', '192.168.210.55')"
"('10026_98', '192.168.220.46')",40,"('10026_98', '192.168.220.46')"
"('10026_98', '192.168.210.49')",63,"('10026_98', '192.168.210.49')"
"('10026_98', '192.168.210.45')",66,"('10026_98', '192.168.210.45')"
"('10026_98', '192.168.220.43')",66,"('10026_98', '192.168.220.43')"
"('10026_98', '192.168.210.54')",73,"('10026_98', '192.168.210.54')"
"('10026_98', '192.168.220.48')",82,"('10026_98', '192.168.220.48')"
"('10026_98', '192.168.210.48')",87,"('10026_98', '192.168.210.48')"
"('10026_98', '192.168.220.42')",103,"('10026_98', '192.168.220.42')"
"('10026_98', '192.168.220.50')",117,"('10026_98', '192.168.220.50')"
"('10026_98', '192.168.210.47')",178,"('10026_98', '192.168.210.47')"
"('10026_98', '192.168.220.45')",186,"('10026_98', '192.168.220.45')"
"('10026_98', '192.168.210.50')",317,"('10026_98', '192.168.210.50')"
"('10026_98', '192.168.220.51')",358,"('10026_98', '192.168.220.51')"
"('10026_98', '192.168.220.47')",393,"('10026_98', '192.168.220.47')"
"('10260_30', '192.168.210.48')",22,"('10260_30', '192.168.210.48')"
"('10260_30', '192.168.210.50')",22,"('10260_30', '192.168.210.50')"
"('10260_30', '192.168.210.47')",28,"('10260_30', '192.168.210.47')"
"('10260_30', '192.168.210.56')",42,"('10260_30', '192.168.210.56')"
"('10260_30', '192.168.210.46')",48,"('10260_30', '192.168.210.46')"
"('10260_30', '192.168.210.49')",50,"('10260_30', '192.168.210.49')"
"('10260_30', '192.168.220.49')",75,"('10260_30', '192.168.220.49')"
"('10260_30', '192.168.220.43')",76,"('10260_30', '192.168.220.43')"
"('10260_30', '192.168.220.46')",96,"('10260_30', '192.168.220.46')"
"('10260_30', '192.168.210.45')",109,"('10260_30', '192.168.210.45')"
"('10260_30', '192.168.210.55')",120,"('10260_30', '192.168.210.55')"
"('10260_30', '192.168.220.48')",135,"('10260_30', '192.168.220.48')"
"('10260_30', '192.168.220.42')",147,"('10260_30', '192.168.220.42')"
"('10260_30', '192.168.220.50')",148,"('10260_30', '192.168.220.50')"
"('10260_30', '192.168.220.45')",161,"('10260_30', '192.168.220.45')"
"('10260_30', '192.168.220.47')",356,"('10260_30', '192.168.220.47')"
"('10260_30', '192.168.220.51')",611,"('10260_30', '192.168.220.51')"
"('11464_227', '192.168.210.48')",14,"('11464_227', '192.168.210.48')"
"('11464_227', '192.168.210.50')",50,"('11464_227', '192.168.210.50')"
"('11464_227', '192.168.210.47')",54,"('11464_227', '192.168.210.47')"
"('11464_227', '192.168.210.49')",60,"('11464_227', '192.168.210.49')"
"('11464_227', '192.168.210.55')",66,"('11464_227', '192.168.210.55')"
"('11464_227', '192.168.220.46')",84,"('11464_227', '192.168.220.46')"
"('11464_227', '192.168.220.50')",88,"('11464_227', '192.168.220.50')"
"('11464_227', '192.168.220.48')",110,"('11464_227', '192.168.220.48')"
"('11464_227', '192.168.220.43')",134,"('11464_227', '192.168.220.43')"
"('11464_227', '192.168.220.42')",195,"('11464_227', '192.168.220.42')"
"('11464_227', '192.168.220.49')",206,"('11464_227', '192.168.220.49')"
"('11464_227', '192.168.220.45')",216,"('11464_227', '192.168.220.45')"
"('11464_227', '192.168.220.47')",352,"('11464_227', '192.168.220.47')"
"('11464_227', '192.168.220.51')",612,"('11464_227', '192.168.220.51')"
"('10085_91', '192.168.220.45')",18,"('10085_91', '192.168.220.45')"
"('10085_91', '192.168.210.56')",39,"('10085_91', '192.168.210.56')"
"('10085_91', '192.168.210.52')",40,"('10085_91', '192.168.210.52')"
"('10085_91', '192.168.220.48')",43,"('10085_91', '192.168.220.48')"
"('10085_91', '192.168.220.49')",62,"('10085_91', '192.168.220.49')"
"('10085_91', '192.168.210.55')",63,"('10085_91', '192.168.210.55')"
"('10085_91', '192.168.220.43')",70,"('10085_91', '192.168.220.43')"
"('10085_91', '192.168.220.46')",72,"('10085_91', '192.168.220.46')"
"('10085_91', '192.168.210.53')",73,"('10085_91', '192.168.210.53')"
"('10085_91', '192.168.210.49')",76,"('10085_91', '192.168.210.49')"
"('10085_91', '192.168.210.48')",79,"('10085_91', '192.168.210.48')"
"('10085_91', '192.168.210.54')",107,"('10085_91', '192.168.210.54')"
"('10085_91', '192.168.220.42')",110,"('10085_91', '192.168.220.42')"
"('10085_91', '192.168.210.57')",126,"('10085_91', '192.168.210.57')"
"('10085_91', '192.168.210.47')",132,"('10085_91', '192.168.210.47')"
"('10085_91', '192.168.220.50')",181,"('10085_91', '192.168.220.50')"
"('10085_91', '192.168.220.51')",389,"('10085_91', '192.168.220.51')"
"('10085_91', '192.168.220.47')",567,"('10085_91', '192.168.220.47')"
"('10180_34', '192.168.210.57')",21,"('10180_34', '192.168.210.57')"
"('10180_34', '192.168.210.56')",34,"('10180_34', '192.168.210.56')"
"('10180_34', '192.168.210.49')",42,"('10180_34', '192.168.210.49')"
"('10180_34', '192.168.220.46')",46,"('10180_34', '192.168.220.46')"
"('10180_34', '192.168.210.45')",49,"('10180_34', '192.168.210.45')"
"('10180_34', '192.168.210.52')",53,"('10180_34', '192.168.210.52')"
"('10180_34', '192.168.210.48')",54,"('10180_34', '192.168.210.48')"
"('10180_34', '192.168.210.47')",55,"('10180_34', '192.168.210.47')"
"('10180_34', '192.168.210.53')",60,"('10180_34', '192.168.210.53')"
"('10180_34', '192.168.210.55')",75,"('10180_34', '192.168.210.55')"
"('10180_34', '192.168.220.49')",77,"('10180_34', '192.168.220.49')"
"('10180_34', '192.168.210.54')",78,"('10180_34', '192.168.210.54')"
"('10180_34', '192.168.220.43')",82,"('10180_34', '192.168.220.43')"
"('10180_34', '192.168.210.46')",89,"('10180_34', '192.168.210.46')"
"('10180_34', '192.168.220.42')",112,"('10180_34', '192.168.220.42')"
"('10180_34', '192.168.220.45')",159,"('10180_34', '192.168.220.45')"
"('10180_34', '192.168.220.48')",168,"('10180_34', '192.168.220.48')"
"('10180_34', '192.168.220.50')",205,"('10180_34', '192.168.220.50')"
"('10180_34', '192.168.220.47')",375,"('10180_34', '192.168.220.47')"
"('10180_34', '192.168.220.51')",424,"('10180_34', '192.168.220.51')"
"('10719_133', '192.168.220.46')",14,"('10719_133', '192.168.220.46')"
"('10719_133', '192.168.210.54')",14,"('10719_133', '192.168.210.54')"
"('10719_133', '192.168.210.50')",21,"('10719_133', '192.168.210.50')"
"('10719_133', '192.168.210.46')",26,"('10719_133', '192.168.210.46')"
"('10719_133', '192.168.210.49')",28,"('10719_133', '192.168.210.49')"
"('10719_133', '192.168.220.42')",32,"('10719_133', '192.168.220.42')"
"('10719_133', '192.168.210.47')",50,"('10719_133', '192.168.210.47')"
"('10719_133', '192.168.210.48')",54,"('10719_133', '192.168.210.48')"
"('10719_133', '192.168.210.57')",76,"('10719_133', '192.168.210.57')"
"('10719_133', '192.168.220.45')",79,"('10719_133', '192.168.220.45')"
"('10719_133', '192.168.210.52')",79,"('10719_133', '192.168.210.52')"
"('10719_133', '192.168.210.45')",84,"('10719_133', '192.168.210.45')"
"('10719_133', '192.168.220.50')",93,"('10719_133', '192.168.220.50')"
"('10719_133', '192.168.210.53')",103,"('10719_133', '192.168.210.53')"
"('10719_133', '192.168.220.43')",124,"('10719_133', '192.168.220.43')"
"('10719_133', '192.168.210.55')",125,"('10719_133', '192.168.210.55')"
"('10719_133', '192.168.220.49')",247,"('10719_133', '192.168.220.49')"
"('10719_133', '192.168.220.47')",265,"('10719_133', '192.168.220.47')"
"('10719_133', '192.168.220.51')",334,"('10719_133', '192.168.220.51')"
"('10719_133', '192.168.220.48')",412,"('10719_133', '192.168.220.48')"
"('10123_37', '192.168.220.50')",74,"('10123_37', '192.168.220.50')"
"('10123_37', '192.168.220.51')",2199,"('10123_37', '192.168.220.51')"
"('10045_135', '192.168.210.52')",14,"('10045_135', '192.168.210.52')"
"('10045_135', '192.168.210.57')",15,"('10045_135', '192.168.210.57')"
"('10045_135', '192.168.210.49')",18,"('10045_135', '192.168.210.49')"
"('10045_135', '192.168.210.46')",26,"('10045_135', '192.168.210.46')"
"('10045_135', '192.168.210.53')",35,"('10045_135', '192.168.210.53')"
"('10045_135', '192.168.220.43')",42,"('10045_135', '192.168.220.43')"
"('10045_135', '192.168.220.49')",64,"('10045_135', '192.168.220.49')"
"('10045_135', '192.168.220.42')",76,"('10045_135', '192.168.220.42')"
"('10045_135', '192.168.220.50')",84,"('10045_135', '192.168.220.50')"
"('10045_135', '192.168.210.47')",100,"('10045_135', '192.168.210.47')"
"('10045_135', '192.168.210.48')",110,"('10045_135', '192.168.210.48')"
"('10045_135', '192.168.210.55')",120,"('10045_135', '192.168.210.55')"
"('10045_135', '192.168.210.45')",132,"('10045_135', '192.168.210.45')"
"('10045_135', '192.168.220.46')",132,"('10045_135', '192.168.220.46')"
"('10045_135', '192.168.210.54')",135,"('10045_135', '192.168.210.54')"
"('10045_135', '192.168.220.45')",178,"('10045_135', '192.168.220.45')"
"('10045_135', '192.168.220.51')",322,"('10045_135', '192.168.220.51')"
"('10045_135', '192.168.220.47')",678,"('10045_135', '192.168.220.47')"
"('10271_45', '192.168.210.57')",13,"('10271_45', '192.168.210.57')"
"('10271_45', '192.168.210.48')",19,"('10271_45', '192.168.210.48')"
"('10271_45', '192.168.210.46')",56,"('10271_45', '192.168.210.46')"
"('10271_45', '192.168.220.46')",57,"('10271_45', '192.168.220.46')"
"('10271_45', '192.168.210.53')",95,"('10271_45', '192.168.210.53')"
"('10271_45', '192.168.210.50')",110,"('10271_45', '192.168.210.50')"
"('10271_45', '192.168.220.45')",117,"('10271_45', '192.168.220.45')"
"('10271_45', '192.168.220.43')",176,"('10271_45', '192.168.220.43')"
"('10271_45', '192.168.220.49')",194,"('10271_45', '192.168.220.49')"
"('10271_45', '192.168.210.47')",227,"('10271_45', '192.168.210.47')"
"('10271_45', '192.168.210.55')",277,"('10271_45', '192.168.210.55')"
"('10271_45', '192.168.220.51')",426,"('10271_45', '192.168.220.51')"
"('10271_45', '192.168.220.47')",531,"('10271_45', '192.168.220.47')"
"('10403_17', '192.168.220.50')",18,"('10403_17', '192.168.220.50')"
"('10403_17', '192.168.210.47')",26,"('10403_17', '192.168.210.47')"
"('10403_17', '192.168.210.48')",26,"('10403_17', '192.168.210.48')"
"('10403_17', '192.168.220.49')",26,"('10403_17', '192.168.220.49')"
"('10403_17', '192.168.220.46')",36,"('10403_17', '192.168.220.46')"
"('10403_17', '192.168.210.46')",40,"('10403_17', '192.168.210.46')"
"('10403_17', '192.168.220.51')",60,"('10403_17', '192.168.220.51')"
"('10403_17', '192.168.210.50')",62,"('10403_17', '192.168.210.50')"
"('10403_17', '192.168.220.42')",62,"('10403_17', '192.168.220.42')"
"('10403_17', '192.168.210.49')",64,"('10403_17', '192.168.210.49')"
"('10403_17', '192.168.210.55')",126,"('10403_17', '192.168.210.55')"
"('10403_17', '192.168.220.43')",132,"('10403_17', '192.168.220.43')"
"('10403_17', '192.168.220.48')",216,"('10403_17', '192.168.220.48')"
"('10403_17', '192.168.210.54')",225,"('10403_17', '192.168.210.54')"
"('10403_17', '192.168.210.45')",245,"('10403_17', '192.168.210.45')"
"('10403_17', '192.168.220.47')",941,"('10403_17', '192.168.220.47')"
"('10318_20', '192.168.210.50')",28,"('10318_20', '192.168.210.50')"
"('10318_20', '192.168.210.48')",32,"('10318_20', '192.168.210.48')"
"('10318_20', '192.168.220.46')",42,"('10318_20', '192.168.220.46')"
"('10318_20', '192.168.210.56')",52,"('10318_20', '192.168.210.56')"
"('10318_20', '192.168.210.55')",58,"('10318_20', '192.168.210.55')"
"('10318_20', '192.168.210.49')",77,"('10318_20', '192.168.210.49')"
"('10318_20', '192.168.210.47')",79,"('10318_20', '192.168.210.47')"
"('10318_20', '192.168.220.48')",96,"('10318_20', '192.168.220.48')"
"('10318_20', '192.168.210.45')",97,"('10318_20', '192.168.210.45')"
"('10318_20', '192.168.220.50')",102,"('10318_20', '192.168.220.50')"
"('10318_20', '192.168.220.43')",138,"('10318_20', '192.168.220.43')"
"('10318_20', '192.168.220.42')",140,"('10318_20', '192.168.220.42')"
"('10318_20', '192.168.220.49')",160,"('10318_20', '192.168.220.49')"
"('10318_20', '192.168.220.45')",202,"('10318_20', '192.168.220.45')"
"('10318_20', '192.168.220.47')",347,"('10318_20', '192.168.220.47')"
"('10318_20', '192.168.220.51')",686,"('10318_20', '192.168.220.51')"
"('10515_120', '192.168.210.46')",24,"('10515_120', '192.168.210.46')"
"('10515_120', '192.168.210.53')",26,"('10515_120', '192.168.210.53')"
"('10515_120', '192.168.210.57')",26,"('10515_120', '192.168.210.57')"
"('10515_120', '192.168.210.56')",30,"('10515_120', '192.168.210.56')"
"('10515_120', '192.168.210.52')",52,"('10515_120', '192.168.210.52')"
"('10515_120', '192.168.220.46')",56,"('10515_120', '192.168.220.46')"
"('10515_120', '192.168.220.48')",56,"('10515_120', '192.168.220.48')"
"('10515_120', '192.168.210.45')",76,"('10515_120', '192.168.210.45')"
"('10515_120', '192.168.210.54')",79,"('10515_120', '192.168.210.54')"
"('10515_120', '192.168.220.42')",86,"('10515_120', '192.168.220.42')"
"('10515_120', '192.168.220.50')",98,"('10515_120', '192.168.220.50')"
"('10515_120', '192.168.210.47')",112,"('10515_120', '192.168.210.47')"
"('10515_120', '192.168.210.55')",124,"('10515_120', '192.168.210.55')"
"('10515_120', '192.168.220.49')",138,"('10515_120', '192.168.220.49')"
"('10515_120', '192.168.220.43')",150,"('10515_120', '192.168.220.43')"
"('10515_120', '192.168.220.45')",197,"('10515_120', '192.168.220.45')"
"('10515_120', '192.168.220.47')",393,"('10515_120', '192.168.220.47')"
"('10515_120', '192.168.220.51')",624,"('10515_120', '192.168.220.51')"
"('10921_244', '192.168.220.43')",16,"('10921_244', '192.168.220.43')"
