,IP_B,confidence,IP_A
"('13810_67',)","('192.168.210.55',)",1.0,"('13810_67',)"
"('10088_131',)","('192.168.220.45',)",1.0,"('10088_131',)"
"('13919_102',)","('192.168.220.49',)",0.7916666666666666,"('13919_102',)"
"('14186_166',)","('192.168.220.51',)",1.0,"('14186_166',)"
"('14243_72',)","('192.168.220.51',)",1.0,"('14243_72',)"
"('14271_140',)","('192.168.220.42',)",1.0,"('14271_140',)"
"('10708_212',)","('192.168.220.49',)",1.0,"('10708_212',)"
"('10694_92',)","('192.168.220.47',)",1.0,"('10694_92',)"
"('10708_92',)","('192.168.220.51',)",1.0,"('10708_92',)"
"('10718_84',)","('192.168.220.45',)",1.0,"('10718_84',)"
"('14470_146',)","('192.168.220.46',)",1.0,"('14470_146',)"
"('10099_27',)","('192.168.220.45',)",1.0,"('10099_27',)"
"('14517_184',)","('192.168.220.46',)",1.0,"('14517_184',)"
"('10343_172',)","('192.168.210.54',)",1.0,"('10343_172',)"
"('14593_123',)","('192.168.220.51',)",1.0,"('14593_123',)"
"('14619_220',)","('192.168.210.48',)",1.0,"('14619_220',)"
"('10343_188',)","('192.168.220.45',)",0.8163265306122449,"('10343_188',)"
"('10940_122',)","('192.168.210.56',)",0.5918367346938775,"('10940_122',)"
"('11043_12',)","('192.168.220.42',)",0.673469387755102,"('11043_12',)"
"('10392_34',)","('192.168.210.55',)",1.0,"('10392_34',)"
"('12360_118',)","('192.168.220.51',)",0.8367346938775511,"('12360_118',)"
"('12970_162',)","('192.168.220.49',)",1.0,"('12970_162',)"
"('12441_103',)","('192.168.220.47',)",1.0,"('12441_103',)"
"('13718_54',)","('192.168.210.49',)",0.6530612244897959,"('13718_54',)"
"('13771_166',)","('192.168.220.42',)",1.0,"('13771_166',)"
"('10720_132',)","('192.168.210.55',)",0.74,"('10720_132',)"
"('10088_222',)","('192.168.210.55',)",1.0,"('10088_222',)"
"('11051_237',)","('192.168.220.42',)",1.0,"('11051_237',)"
"('11309_92',)","('192.168.220.49',)",1.0,"('11309_92',)"
"('10244_181',)","('192.168.220.50',)",1.0,"('10244_181',)"
"('11890_154',)","('192.168.220.51',)",0.4,"('11890_154',)"
"('10588_9',)","('192.168.210.53',)",0.32,"('10588_9',)"
"('12423_138',)","('192.168.210.53',)",1.0,"('12423_138',)"
"('12357_135',)","('192.168.210.53',)",1.0,"('12357_135',)"
"('11312_222',)","('192.168.220.42',)",1.0,"('11312_222',)"
"('13021_95',)","('192.168.220.51',)",1.0,"('13021_95',)"
"('11500_249',)","('192.168.210.56',)",0.52,"('11500_249',)"
"('13133_251',)","('192.168.220.51',)",1.0,"('13133_251',)"
"('10272_23',)","('192.168.210.48',)",1.0,"('10272_23',)"
"('13354_34',)","('192.168.220.47',)",1.0,"('13354_34',)"
"('11815_119',)","('192.168.220.49',)",1.0,"('11815_119',)"
"('13388_11',)","('192.168.220.51',)",1.0,"('13388_11',)"
"('13707_58',)","('192.168.210.45',)",1.0,"('13707_58',)"
"('13723_221',)","('192.168.210.54',)",1.0,"('13723_221',)"
"('13887_180',)","('192.168.210.52',)",1.0,"('13887_180',)"
"('14072_172',)","('192.168.210.47',)",1.0,"('14072_172',)"
"('14264_60',)","('192.168.220.51',)",1.0,"('14264_60',)"
"('13550_67',)","('192.168.210.46',)",0.84,"('13550_67',)"
"('14440_240',)","('192.168.220.47',)",1.0,"('14440_240',)"
"('14466_47',)","('192.168.220.46',)",1.0,"('14466_47',)"
"('10088_64',)","('192.168.210.48',)",1.0,"('10088_64',)"
"('10685_104',)","('192.168.220.47',)",0.9215686274509803,"('10685_104',)"
"('10416_113',)","('192.168.210.55',)",1.0,"('10416_113',)"
"('12052_31',)","('192.168.210.48',)",0.35294117647058826,"('12052_31',)"
"('12613_98',)","('192.168.220.51',)",1.0,"('12613_98',)"
"('13126_100',)","('192.168.220.51',)",1.0,"('13126_100',)"
"('14148_46',)","('192.168.220.51',)",1.0,"('14148_46',)"
"('14368_115',)","('192.168.220.51',)",1.0,"('14368_115',)"
"('10021_204',)","('192.168.220.42',)",0.2692307692307692,"('10021_204',)"
"('10131_248',)","('192.168.210.48',)",1.0,"('10131_248',)"
"('10186_121',)","('192.168.220.46',)",1.0,"('10186_121',)"
"('10308_169',)","('192.168.220.47',)",1.0,"('10308_169',)"
"('10507_164',)","('192.168.220.47',)",0.8076923076923077,"('10507_164',)"
"('11100_3',)","('192.168.210.47',)",0.5384615384615384,"('11100_3',)"
"('10718_100',)","('192.168.220.42',)",1.0,"('10718_100',)"
"('10393_168',)","('192.168.210.53',)",0.23076923076923078,"('10393_168',)"
"('11439_203',)","('192.168.220.51',)",0.7307692307692307,"('11439_203',)"
"('10415_115',)","('192.168.220.47',)",1.0,"('10415_115',)"
"('10392_19',)","('192.168.220.47',)",1.0,"('10392_19',)"
"('10343_9',)","('192.168.210.52',)",1.0,"('10343_9',)"
"('12117_157',)","('192.168.220.42',)",1.0,"('12117_157',)"
"('12121_166',)","('192.168.220.42',)",1.0,"('12121_166',)"
"('12249_120',)","('192.168.220.47',)",1.0,"('12249_120',)"
"('12289_87',)","('192.168.220.47',)",0.6923076923076923,"('12289_87',)"
"('12362_13',)","('192.168.220.51',)",1.0,"('12362_13',)"
"('12422_137',)","('192.168.210.53',)",1.0,"('12422_137',)"
"('10567_90',)","('192.168.220.51',)",1.0,"('10567_90',)"
"('12965_171',)","('192.168.210.47',)",1.0,"('12965_171',)"
"('13043_53',)","('192.168.220.47',)",1.0,"('13043_53',)"
"('10343_52',)","('192.168.220.43',)",0.9230769230769231,"('10343_52',)"
"('13282_62',)","('192.168.220.47',)",1.0,"('13282_62',)"
"('13365_78',)","('192.168.220.50',)",1.0,"('13365_78',)"
"('13401_214',)","('192.168.220.47',)",1.0,"('13401_214',)"
"('13647_21',)","('192.168.220.51',)",1.0,"('13647_21',)"
"('14092_73',)","('192.168.220.51',)",1.0,"('14092_73',)"
"('12059_217',)","('192.168.210.52',)",1.0,"('12059_217',)"
"('14104_10',)","('192.168.210.57',)",1.0,"('14104_10',)"
"('14182_28',)","('192.168.220.51',)",1.0,"('14182_28',)"
"('14307_53',)","('192.168.220.51',)",1.0,"('14307_53',)"
"('10243_67',)","('192.168.210.45',)",1.0,"('10243_67',)"
"('10244_202',)","('192.168.220.51',)",1.0,"('10244_202',)"
"('14134_130',)","('192.168.210.49',)",1.0,"('14134_130',)"
"('11502_115',)","('192.168.220.47',)",1.0,"('11502_115',)"
"('10208_145',)","('192.168.220.47',)",0.6226415094339622,"('10208_145',)"
"('10508_207',)","('192.168.220.48',)",0.6981132075471698,"('10508_207',)"
"('13461_227',)","('192.168.220.51',)",1.0,"('13461_227',)"
"('13861_172',)","('192.168.210.47',)",1.0,"('13861_172',)"
"('14369_222',)","('192.168.210.56',)",1.0,"('14369_222',)"
"('10874_134',)","('192.168.220.47',)",0.2962962962962963,"('10874_134',)"
"('12276_69',)","('192.168.210.52',)",1.0,"('12276_69',)"
"('10088_249',)","('192.168.220.42',)",0.9259259259259259,"('10088_249',)"
"('12551_195',)","('192.168.220.49',)",0.6296296296296297,"('12551_195',)"
"('10759_250',)","('192.168.220.51',)",0.8888888888888888,"('10759_250',)"
"('12871_219',)","('192.168.210.47',)",1.0,"('12871_219',)"
"('11194_210',)","('192.168.220.50',)",1.0,"('11194_210',)"
"('13451_24',)","('192.168.210.45',)",1.0,"('13451_24',)"
"('13537_216',)","('192.168.220.48',)",1.0,"('13537_216',)"
"('10045_46',)","('192.168.220.51',)",0.9259259259259259,"('10045_46',)"
"('10088_176',)","('192.168.220.49',)",0.8148148148148148,"('10088_176',)"
"('13926_21',)","('192.168.220.47',)",1.0,"('13926_21',)"
"('14483_229',)","('192.168.210.56',)",1.0,"('14483_229',)"
"('10099_131',)","('192.168.210.54',)",1.0,"('10099_131',)"
"('10393_182',)","('192.168.220.51',)",0.21818181818181817,"('10393_182',)"
"('10088_69',)","('192.168.220.51',)",1.0,"('10088_69',)"
"('11834_171',)","('192.168.220.47',)",1.0,"('11834_171',)"
"('11846_9',)","('192.168.210.57',)",1.0,"('11846_9',)"
"('10383_22',)","('192.168.220.51',)",0.8545454545454545,"('10383_22',)"
"('10244_167',)","('192.168.210.46',)",1.0,"('10244_167',)"
"('14591_245',)","('192.168.220.43',)",1.0,"('14591_245',)"
"('10579_158',)","('192.168.220.47',)",0.8214285714285714,"('10579_158',)"
"('10923_164',)","('192.168.220.51',)",0.42857142857142855,"('10923_164',)"
"('11045_203',)","('192.168.220.42',)",1.0,"('11045_203',)"
"('11259_123',)","('192.168.220.51',)",0.39285714285714285,"('11259_123',)"
"('11548_140',)","('192.168.220.47',)",0.5714285714285714,"('11548_140',)"
"('11580_53',)","('192.168.220.51',)",1.0,"('11580_53',)"
"('10789_244',)","('192.168.220.51',)",1.0,"('10789_244',)"
"('12321_78',)","('192.168.220.47',)",1.0,"('12321_78',)"
"('12326_119',)","('192.168.220.51',)",0.39285714285714285,"('12326_119',)"
"('12392_5',)","('192.168.220.43',)",1.0,"('12392_5',)"
"('12635_42',)","('192.168.220.48',)",1.0,"('12635_42',)"
"('10003_114',)","('192.168.220.51',)",1.0,"('10003_114',)"
"('13176_66',)","('192.168.210.49',)",1.0,"('13176_66',)"
"('13203_38',)","('192.168.220.51',)",1.0,"('13203_38',)"
"('13340_72',)","('192.168.220.51',)",1.0,"('13340_72',)"
"('13400_46',)","('192.168.220.47',)",1.0,"('13400_46',)"
"('13425_149',)","('192.168.210.49',)",1.0,"('13425_149',)"
"('13444_107',)","('192.168.210.45',)",1.0,"('13444_107',)"
"('13722_163',)","('192.168.210.54',)",1.0,"('13722_163',)"
"('13805_158',)","('192.168.220.43',)",1.0,"('13805_158',)"
"('10545_109',)","('192.168.210.54',)",1.0,"('10545_109',)"
"('13956_239',)","('192.168.210.50',)",1.0,"('13956_239',)"
"('11697_32',)","('192.168.210.57',)",1.0,"('11697_32',)"
"('14176_224',)","('192.168.220.51',)",1.0,"('14176_224',)"
"('11081_172',)","('192.168.220.51',)",1.0,"('11081_172',)"
"('10088_68',)","('192.168.220.51',)",1.0,"('10088_68',)"
"('10202_195',)","('192.168.210.54',)",0.9285714285714286,"('10202_195',)"
"('14482_122',)","('192.168.210.56',)",1.0,"('14482_122',)"
"('10392_91',)","('192.168.220.49',)",1.0,"('10392_91',)"
"('10299_44',)","('192.168.220.47',)",1.0,"('10299_44',)"
"('14530_37',)","('192.168.220.47',)",1.0,"('14530_37',)"
"('10124_46',)","('192.168.220.51',)",0.5964912280701754,"('10124_46',)"
"('13125_27',)","('192.168.220.51',)",1.0,"('13125_27',)"
"('13128_215',)","('192.168.220.51',)",1.0,"('13128_215',)"
"('10470_11',)","('192.168.210.49',)",1.0,"('10470_11',)"
"('10649_238',)","('192.168.220.51',)",0.6551724137931034,"('10649_238',)"
"('11120_198',)","('192.168.210.55',)",1.0,"('11120_198',)"
"('11440_81',)","('192.168.220.47',)",0.27586206896551724,"('11440_81',)"
"('10541_248',)","('192.168.220.51',)",0.5862068965517241,"('10541_248',)"
"('12024_112',)","('192.168.220.47',)",1.0,"('12024_112',)"
"('11063_194',)","('192.168.220.42',)",1.0,"('11063_194',)"
"('12358_160',)","('192.168.220.51',)",1.0,"('12358_160',)"
"('13230_10',)","('192.168.210.48',)",1.0,"('13230_10',)"
"('10718_233',)","('192.168.220.45',)",1.0,"('10718_233',)"
"('13883_47',)","('192.168.220.47',)",1.0,"('13883_47',)"
"('10669_21',)","('192.168.210.47',)",1.0,"('10669_21',)"
"('14181_100',)","('192.168.220.51',)",1.0,"('14181_100',)"
"('14346_17',)","('192.168.220.47',)",1.0,"('14346_17',)"
"('10151_22',)","('192.168.220.51',)",0.7796610169491526,"('10151_22',)"
"('10708_73',)","('192.168.210.47',)",1.0,"('10708_73',)"
"('14152_202',)","('192.168.220.51',)",1.0,"('14152_202',)"
"('14305_190',)","('192.168.220.51',)",1.0,"('14305_190',)"
"('14376_75',)","('192.168.220.50',)",1.0,"('14376_75',)"
"('14483_235',)","('192.168.210.56',)",1.0,"('14483_235',)"
"('10382_216',)","('192.168.210.55',)",0.8666666666666667,"('10382_216',)"
"('10561_128',)","('192.168.220.47',)",0.8,"('10561_128',)"
"('10787_163',)","('192.168.220.50',)",0.4666666666666667,"('10787_163',)"
"('10905_19',)","('192.168.220.47',)",1.0,"('10905_19',)"
"('11134_164',)","('192.168.210.55',)",1.0,"('11134_164',)"
"('10343_20',)","('192.168.220.50',)",1.0,"('10343_20',)"
"('10178_200',)","('192.168.220.51',)",0.36666666666666664,"('10178_200',)"
"('10330_1',)","('192.168.220.49',)",0.9333333333333333,"('10330_1',)"
"('12361_8',)","('192.168.220.51',)",1.0,"('12361_8',)"
"('10369_150',)","('192.168.210.53',)",1.0,"('10369_150',)"
"('12513_162',)","('192.168.220.47',)",1.0,"('12513_162',)"
"('12531_34',)","('192.168.210.54',)",1.0,"('12531_34',)"
"('12555_254',)","('192.168.220.50',)",1.0,"('12555_254',)"
"('12716_136',)","('192.168.220.47',)",1.0,"('12716_136',)"
"('12824_70',)","('192.168.220.47',)",1.0,"('12824_70',)"
"('11767_169',)","('192.168.220.51',)",1.0,"('11767_169',)"
"('13724_243',)","('192.168.210.54',)",1.0,"('13724_243',)"
"('11768_83',)","('192.168.210.55',)",1.0,"('11768_83',)"
"('10879_121',)","('192.168.220.43',)",1.0,"('10879_121',)"
"('13404_156',)","('192.168.220.49',)",0.45,"('13404_156',)"
"('14380_223',)","('192.168.220.51',)",1.0,"('14380_223',)"
"('14394_58',)","('192.168.210.56',)",1.0,"('14394_58',)"
"('14452_238',)","('192.168.220.51',)",1.0,"('14452_238',)"
"('10088_159',)","('192.168.220.47',)",1.0,"('10088_159',)"
"('10392_3',)","('192.168.220.42',)",1.0,"('10392_3',)"
"('11243_142',)","('192.168.210.56',)",1.0,"('11243_142',)"
"('11665_33',)","('192.168.210.55',)",1.0,"('11665_33',)"
"('10472_169',)","('192.168.220.51',)",1.0,"('10472_169',)"
"('12581_154',)","('192.168.220.45',)",0.8852459016393442,"('12581_154',)"
"('10099_155',)","('192.168.210.55',)",1.0,"('10099_155',)"
"('10032_32',)","('192.168.210.54',)",1.0,"('10032_32',)"
"('10147_171',)","('192.168.220.47',)",0.8387096774193549,"('10147_171',)"
"('11049_44',)","('192.168.220.42',)",0.8709677419354839,"('11049_44',)"
"('11119_87',)","('192.168.210.55',)",1.0,"('11119_87',)"
"('10488_178',)","('192.168.220.51',)",0.3709677419354839,"('10488_178',)"
"('10488_177',)","('192.168.220.51',)",0.24193548387096775,"('10488_177',)"
"('10457_71',)","('192.168.220.51',)",1.0,"('10457_71',)"
"('12059_15',)","('192.168.220.47',)",1.0,"('12059_15',)"
"('10718_228',)","('192.168.220.51',)",1.0,"('10718_228',)"
"('12768_15',)","('192.168.210.54',)",1.0,"('12768_15',)"
"('11713_177',)","('192.168.210.55',)",1.0,"('11713_177',)"
"('13186_182',)","('192.168.210.49',)",1.0,"('13186_182',)"
"('13319_145',)","('192.168.220.51',)",0.8064516129032258,"('13319_145',)"
"('13596_66',)","('192.168.220.47',)",1.0,"('13596_66',)"
"('12060_132',)","('192.168.210.53',)",1.0,"('12060_132',)"
"('13963_198',)","('192.168.220.48',)",1.0,"('13963_198',)"
"('14029_240',)","('192.168.220.51',)",1.0,"('14029_240',)"
"('14163_38',)","('192.168.220.51',)",1.0,"('14163_38',)"
"('14300_24',)","('192.168.220.51',)",1.0,"('14300_24',)"
"('12060_105',)","('192.168.210.56',)",1.0,"('12060_105',)"
"('10099_177',)","('192.168.210.53',)",1.0,"('10099_177',)"
"('11232_185',)","('192.168.220.51',)",0.5238095238095238,"('11232_185',)"
"('13163_239',)","('192.168.220.51',)",1.0,"('13163_239',)"
"('14164_20',)","('192.168.210.54',)",1.0,"('14164_20',)"
"('14369_107',)","('192.168.220.49',)",1.0,"('14369_107',)"
"('14565_172',)","('192.168.220.51',)",1.0,"('14565_172',)"
"('14571_77',)","('192.168.220.51',)",1.0,"('14571_77',)"
"('10045_183',)","('192.168.220.47',)",1.0,"('10045_183',)"
"('11683_55',)","('192.168.210.45',)",1.0,"('11683_55',)"
"('10718_68',)","('192.168.220.51',)",1.0,"('10718_68',)"
"('11167_116',)","('192.168.220.51',)",1.0,"('11167_116',)"
"('11958_84',)","('192.168.220.47',)",0.90625,"('11958_84',)"
"('12152_72',)","('192.168.220.50',)",0.5625,"('12152_72',)"
"('10694_52',)","('192.168.220.50',)",1.0,"('10694_52',)"
"('13546_90',)","('192.168.210.52',)",1.0,"('13546_90',)"
"('13643_77',)","('192.168.220.51',)",1.0,"('13643_77',)"
"('13889_101',)","('192.168.210.49',)",1.0,"('13889_101',)"
"('10531_53',)","('192.168.220.51',)",1.0,"('10531_53',)"
"('14299_233',)","('192.168.220.49',)",1.0,"('14299_233',)"
"('12964_47',)","('192.168.220.51',)",1.0,"('12964_47',)"
"('14509_102',)","('192.168.210.49',)",1.0,"('14509_102',)"
"('14596_207',)","('192.168.220.51',)",1.0,"('14596_207',)"
"('10643_154',)","('192.168.220.47',)",0.35384615384615387,"('10643_154',)"
"('10652_97',)","('192.168.220.47',)",1.0,"('10652_97',)"
"('10124_18',)","('192.168.220.51',)",0.4153846153846154,"('10124_18',)"
"('11867_243',)","('192.168.220.50',)",0.8,"('11867_243',)"
"('11061_99',)","('192.168.220.45',)",1.0,"('11061_99',)"
"('11972_209',)","('192.168.220.47',)",1.0,"('11972_209',)"
"('12497_172',)","('192.168.220.51',)",1.0,"('12497_172',)"
"('12315_114',)","('192.168.210.55',)",0.5151515151515151,"('12315_114',)"
"('12829_216',)","('192.168.220.47',)",1.0,"('12829_216',)"
"('13077_4',)","('192.168.220.51',)",1.0,"('13077_4',)"
"('13855_165',)","('192.168.210.55',)",1.0,"('13855_165',)"
"('10661_123',)","('192.168.220.50',)",1.0,"('10661_123',)"
"('13974_196',)","('192.168.220.45',)",1.0,"('13974_196',)"
"('14309_34',)","('192.168.220.51',)",1.0,"('14309_34',)"
"('10208_217',)","('192.168.220.51',)",0.26865671641791045,"('10208_217',)"
"('12167_206',)","('192.168.220.51',)",1.0,"('12167_206',)"
"('10124_15',)","('192.168.220.51',)",0.34328358208955223,"('10124_15',)"
"('12325_190',)","('192.168.220.47',)",1.0,"('12325_190',)"
"('10343_124',)","('192.168.210.55',)",0.9402985074626866,"('10343_124',)"
"('13529_248',)","('192.168.220.48',)",1.0,"('13529_248',)"
"('13731_196',)","('192.168.210.53',)",1.0,"('13731_196',)"
"('10088_9',)","('192.168.220.47',)",0.7647058823529411,"('10088_9',)"
"('11820_219',)","('192.168.220.51',)",0.9411764705882353,"('11820_219',)"
"('12340_202',)","('192.168.210.52',)",1.0,"('12340_202',)"
"('10343_148',)","('192.168.220.48',)",1.0,"('10343_148',)"
"('10244_191',)","('192.168.220.51',)",1.0,"('10244_191',)"
"('13725_205',)","('192.168.210.54',)",1.0,"('13725_205',)"
"('13824_15',)","('192.168.220.43',)",1.0,"('13824_15',)"
"('14092_8',)","('192.168.220.51',)",1.0,"('14092_8',)"
"('11390_247',)","('192.168.220.49',)",1.0,"('11390_247',)"
"('14385_1',)","('192.168.210.49',)",1.0,"('14385_1',)"
"('11024_163',)","('192.168.220.47',)",0.7101449275362319,"('11024_163',)"
"('10392_139',)","('192.168.210.45',)",1.0,"('10392_139',)"
"('12954_15',)","('192.168.220.47',)",0.8405797101449275,"('12954_15',)"
"('11010_152',)","('192.168.220.47',)",1.0,"('11010_152',)"
"('13484_52',)","('192.168.220.50',)",1.0,"('13484_52',)"
"('10343_1',)","('192.168.210.45',)",1.0,"('10343_1',)"
"('10012_99',)","('192.168.220.49',)",0.2571428571428571,"('10012_99',)"
"('11656_184',)","('192.168.220.51',)",0.7142857142857143,"('11656_184',)"
"('10621_60',)","('192.168.220.42',)",1.0,"('10621_60',)"
"('13119_217',)","('192.168.220.51',)",1.0,"('13119_217',)"
"('14301_172',)","('192.168.220.51',)",1.0,"('14301_172',)"
"('14428_10',)","('192.168.220.46',)",1.0,"('14428_10',)"
"('14513_1',)","('192.168.220.46',)",1.0,"('14513_1',)"
"('10393_181',)","('192.168.220.51',)",0.49295774647887325,"('10393_181',)"
"('11039_15',)","('192.168.220.42',)",1.0,"('11039_15',)"
"('11122_109',)","('192.168.210.55',)",1.0,"('11122_109',)"
"('10124_64',)","('192.168.220.42',)",0.6197183098591549,"('10124_64',)"
"('12773_164',)","('192.168.220.45',)",1.0,"('12773_164',)"
"('13121_147',)","('192.168.220.51',)",0.9154929577464789,"('13121_147',)"
"('14393_221',)","('192.168.210.56',)",1.0,"('14393_221',)"
"('11072_161',)","('192.168.220.47',)",1.0,"('11072_161',)"
"('11197_56',)","('192.168.210.46',)",1.0,"('11197_56',)"
"('11693_72',)","('192.168.220.45',)",1.0,"('11693_72',)"
"('10343_108',)","('192.168.220.47',)",1.0,"('10343_108',)"
"('11729_3',)","('192.168.220.49',)",0.9444444444444444,"('11729_3',)"
"('12729_199',)","('192.168.220.47',)",0.8611111111111112,"('12729_199',)"
"('13440_125',)","('192.168.220.51',)",0.875,"('13440_125',)"
"('13611_13',)","('192.168.220.51',)",1.0,"('13611_13',)"
"('13708_80',)","('192.168.210.45',)",1.0,"('13708_80',)"
"('13887_168',)","('192.168.210.52',)",1.0,"('13887_168',)"
"('13990_18',)","('192.168.220.51',)",1.0,"('13990_18',)"
"('14306_46',)","('192.168.220.51',)",1.0,"('14306_46',)"
"('14345_102',)","('192.168.220.47',)",1.0,"('14345_102',)"
"('10162_158',)","('192.168.210.47',)",1.0,"('10162_158',)"
"('11162_227',)","('192.168.210.56',)",1.0,"('11162_227',)"
"('10415_99',)","('192.168.220.51',)",1.0,"('10415_99',)"
"('14235_245',)","('192.168.220.51',)",1.0,"('14235_245',)"
"('14520_171',)","('192.168.220.50',)",1.0,"('14520_171',)"
"('10718_163',)","('192.168.210.47',)",1.0,"('10718_163',)"
"('13605_39',)","('192.168.220.47',)",1.0,"('13605_39',)"
"('13653_95',)","('192.168.220.47',)",1.0,"('13653_95',)"
"('13944_83',)","('192.168.220.49',)",1.0,"('13944_83',)"
"('14007_47',)","('192.168.220.51',)",1.0,"('14007_47',)"
"('10974_145',)","('192.168.210.47',)",1.0,"('10974_145',)"
"('14105_112',)","('192.168.210.57',)",0.8648648648648649,"('14105_112',)"
"('14468_222',)","('192.168.220.46',)",1.0,"('14468_222',)"
"('10398_41',)","('192.168.210.48',)",1.0,"('10398_41',)"
"('10124_25',)","('192.168.220.43',)",0.7066666666666667,"('10124_25',)"
"('13157_61',)","('192.168.220.51',)",1.0,"('13157_61',)"
"('13234_35',)","('192.168.220.47',)",0.9066666666666666,"('13234_35',)"
"('14223_58',)","('192.168.220.51',)",1.0,"('14223_58',)"
"('11581_128',)","('192.168.220.51',)",1.0,"('11581_128',)"
"('14075_232',)","('192.168.210.47',)",1.0,"('14075_232',)"
"('10088_126',)","('192.168.220.51',)",1.0,"('10088_126',)"
"('11571_230',)","('192.168.220.47',)",1.0,"('11571_230',)"
"('12110_204',)","('192.168.220.42',)",1.0,"('12110_204',)"
"('13511_13',)","('192.168.220.50',)",0.922077922077922,"('13511_13',)"
"('14087_204',)","('192.168.210.47',)",1.0,"('14087_204',)"
"('12505_140',)","('192.168.220.48',)",1.0,"('12505_140',)"
"('10160_118',)","('192.168.210.45',)",1.0,"('10160_118',)"
"('14611_27',)","('192.168.210.48',)",1.0,"('14611_27',)"
"('11225_34',)","('192.168.210.56',)",1.0,"('11225_34',)"
"('12427_140',)","('192.168.210.53',)",1.0,"('12427_140',)"
"('12938_210',)","('192.168.220.42',)",1.0,"('12938_210',)"
"('13216_252',)","('192.168.220.46',)",1.0,"('13216_252',)"
"('10023_207',)","('192.168.220.51',)",1.0,"('10023_207',)"
"('13494_80',)","('192.168.220.50',)",1.0,"('13494_80',)"
"('13495_125',)","('192.168.220.50',)",1.0,"('13495_125',)"
"('14006_90',)","('192.168.220.43',)",1.0,"('14006_90',)"
"('14406_60',)","('192.168.220.48',)",1.0,"('14406_60',)"
"('12715_146',)","('192.168.220.47',)",1.0,"('12715_146',)"
"('11020_200',)","('192.168.210.48',)",0.9493670886075949,"('11020_200',)"
"('10124_13',)","('192.168.220.51',)",0.5125,"('10124_13',)"
"('11278_164',)","('192.168.220.51',)",1.0,"('11278_164',)"
"('12116_210',)","('192.168.220.42',)",1.0,"('12116_210',)"
"('10023_133',)","('192.168.210.54',)",1.0,"('10023_133',)"
"('12218_42',)","('192.168.210.54',)",1.0,"('12218_42',)"
"('13154_144',)","('192.168.220.51',)",1.0,"('13154_144',)"
"('13287_196',)","('192.168.210.47',)",1.0,"('13287_196',)"
"('11751_67',)","('192.168.220.49',)",0.925,"('11751_67',)"
"('13445_113',)","('192.168.220.51',)",1.0,"('13445_113',)"
"('10365_193',)","('192.168.220.51',)",1.0,"('10365_193',)"
"('11588_86',)","('192.168.210.53',)",1.0,"('11588_86',)"
"('11862_173',)","('192.168.220.47',)",1.0,"('11862_173',)"
"('13120_61',)","('192.168.220.51',)",1.0,"('13120_61',)"
"('13650_64',)","('192.168.220.51',)",1.0,"('13650_64',)"
"('11070_193',)","('192.168.220.47',)",1.0,"('11070_193',)"
"('12488_249',)","('192.168.210.53',)",1.0,"('12488_249',)"
"('10105_217',)","('192.168.220.51',)",0.8780487804878049,"('10105_217',)"
"('14206_134',)","('192.168.220.51',)",1.0,"('14206_134',)"
"('10045_184',)","('192.168.220.51',)",1.0,"('10045_184',)"
"('14308_197',)","('192.168.220.51',)",1.0,"('14308_197',)"
"('10012_227',)","('192.168.220.49',)",1.0,"('10012_227',)"
"('10708_91',)","('192.168.210.45',)",1.0,"('10708_91',)"
"('11048_77',)","('192.168.210.56',)",1.0,"('11048_77',)"
"('10824_64',)","('192.168.220.51',)",0.8674698795180723,"('10824_64',)"
"('11871_138',)","('192.168.220.51',)",0.8554216867469879,"('11871_138',)"
"('10088_165',)","('192.168.210.48',)",0.8674698795180723,"('10088_165',)"
"('14404_144',)","('192.168.220.48',)",1.0,"('14404_144',)"
"('10343_84',)","('192.168.210.53',)",1.0,"('10343_84',)"
"('12830_140',)","('192.168.220.47',)",1.0,"('12830_140',)"
"('13023_227',)","('192.168.220.50',)",1.0,"('13023_227',)"
"('13180_38',)","('192.168.210.49',)",1.0,"('13180_38',)"
"('13410_59',)","('192.168.220.49',)",1.0,"('13410_59',)"
"('11478_72',)","('192.168.210.46',)",1.0,"('11478_72',)"
"('13528_66',)","('192.168.220.48',)",1.0,"('13528_66',)"
"('13642_66',)","('192.168.220.51',)",1.0,"('13642_66',)"
"('10008_80',)","('192.168.210.54',)",1.0,"('10008_80',)"
"('14111_32',)","('192.168.210.54',)",1.0,"('14111_32',)"
"('14319_134',)","('192.168.220.51',)",1.0,"('14319_134',)"
"('10718_252',)","('192.168.210.54',)",1.0,"('10718_252',)"
"('13371_74',)","('192.168.220.49',)",1.0,"('13371_74',)"
"('11576_157',)","('192.168.220.50',)",1.0,"('11576_157',)"
"('14150_45',)","('192.168.220.51',)",1.0,"('14150_45',)"
"('11923_28',)","('192.168.220.48',)",1.0,"('11923_28',)"
"('12636_28',)","('192.168.220.48',)",0.8837209302325582,"('12636_28',)"
"('14201_118',)","('192.168.220.51',)",1.0,"('14201_118',)"
"('14276_96',)","('192.168.220.51',)",0.8837209302325582,"('14276_96',)"
"('11922_90',)","('192.168.220.51',)",1.0,"('11922_90',)"
"('14386_200',)","('192.168.220.48',)",1.0,"('14386_200',)"
"('10708_100',)","('192.168.220.51',)",0.9545454545454546,"('10708_100',)"
"('10343_185',)","('192.168.210.55',)",1.0,"('10343_185',)"
"('12496_76',)","('192.168.220.47',)",1.0,"('12496_76',)"
